category,state,name,phone,address,city,state.1,postal_code,website,rating,reviews,sent,emailss,email,socials,ceo_name,description,avatar_url,performance_score,crawl_status,country,group
Tire Shops,New York NY,Si All Tire Co & Whl Dist Inc,(718) 447-3400,190 Rhine Ave,"Staten Island, NY 10304",NY,10304.0,http://www.alltirecompany.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Cincinnati OH,Donovan's Auto & Tire Center,(513) 351-3388,5601 Ridge Ave,"Cincinnati, OH 45213",OH,45213.0,http://www.donovantire.com,,68 Years,no,,,,,,,0,timeout,USA,Auto Services
Tire Shops,New York NY,Super Top Tires,(973) 278-2867,22 Passaic Ave,"Kearny, NJ 07032",NJ,7032.0,http://supertoptires.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,New York NY,V.L.C. Auto Repair Inc.,(718) 363-5600,545 Albany Ave,"Brooklyn, NY 11203",NY,11203.0,http://vlcautorepairinc.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Chicago IL,Patton Motor Service,(773) 233-0660,10209 S Western Ave,"Chicago, IL 60643",IL,60643.0,http://pattonmotorservice.com/engine-repair.html,,30 Years,no,,,,,,,0,error,USA,Auto Services
Towing,San Antonio TX,Lone Star Wrecker Service,(210) 359-8697,,,,,http://lonestarwreckerservice.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Cincinnati OH,Napa Auto Parts - Borcherding Parts Inc,(513) 563-0550,10936 Reading Rd,"Cincinnati, OH 45241",OH,45241.0,http://www.napaonline.com,,,no,,,,,,,60,success,USA,Auto Services
Automotive Machine Shops,San Jose CA,Samax Precision Inc,(408) 245-9555,926 W Evelyn Ave,"Sunnyvale, CA 94086",CA,94086.0,http://www.samaxinc.com/contact-us,,63 Years,no,,info@samaxinc.com,,,,,60,success,USA,Auto Services
Tire Shops,New York NY,Ecuatire Shop,(973) 482-9499,275 Mount Pleasant Ave,"Newark, NJ 07104",NJ,7104.0,http://ecuatireshop.homestead.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Memphis TN,Lowrance Stewart Car Star,(901) 384-6011,5321 Pleasant View Rd,"Memphis, TN 38134",TN,38134.0,http://lowrancestewartcarstar.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,New York NY,Metro Auto Glass,(718) 386-3032,4600 Metropolitan Ave,"Ridgewood, NY 11385",NY,11385.0,http://metroautoglass.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Memphis TN,L and J Services Centers,(901) 207-4956,2099 Thomas Rd,"Memphis, TN 38134",TN,38134.0,http://cheerleadertraining.com,,13 Years,no,,,,,,,65,success,USA,Auto Services
Car Stereo Systems,Los Angeles CA,RadioShack,(323) 221-3636,1817 E Cesar E Chavez Ave,"Los Angeles, CA 90033",CA,90033.0,http://radioshack14929400.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Towing,San Antonio TX,Alpha & Omega Towing,(210) 849-1487,,,,,http://alphaomegatowingtx.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Chicago IL,Certified Foreign & Domestic Auto Repair,(773) 582-6223,8258 S Pulaski Rd,"Chicago, IL 60652",IL,60652.0,http://certifiedforeigndomesticautorepair.localsearch.com,,(1),no,,,,,,,50,success,USA,Auto Services
Auto Parts,New York NY,NAPA Auto Parts,(718) 788-3563,151 30th St,"Brooklyn, NY 11232",NY,11232.0,http://www.napaonline.com,,,no,,,,,,,50,success,USA,Auto Services
Auto AC Repair,Chicago IL,Perfect Auto Service,(773) 772-8929,2374 N Elston Ct,"Chicago, IL 60614",IL,60614.0,http://perfectautoservice.localsearch.com,,(2),no,,,,,,,60,success,USA,Auto Services
Roadside Assistance,Dallas TX,DALLAS PKWY TOWING SERVICE,(214) 644-0136,,,,,http://www.dallastowing.net,,,no,,,"https://www.linkedin.com/, https://twitter.com/, https://www.facebook.com/",,"Need an Emergency Dallas Towing? | Call (214) 644-0058 | Long and short distance towing. Tire change. Gas delivery. Car Locksout. Car Jump Start or replace battery. flat tire. Covering throughout Dallas, and the local areas.",https://www.dallastowing.net/static/towingtxred/favicon.png,80,success,USA,Auto Services
Auto Parts,New York NY,Metro Auto Supply Inc,(718) 609-1111,3729 9th St,"Long Island City, NY 11101",NY,11101.0,http://metroautosupplyinc.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,New York NY,Parts Authority,(718) 748-1300,4619 2nd Ave,"Brooklyn, NY 11232",NY,11232.0,https://partsauthority.com/locations/new-york/nearby-second-ave-aftermarket-automotive-parts,,,no,,,"https://www.facebook.com/ThePartsAuthority, https://www.linkedin.com/company/408953/, https://www.instagram.com/partsauthority/",,"Brooklyn Auto Parts Store, Visit Parts Authority Aftermarket Automotive store at 4619 2nd Ave .",https://partsauthority.com/favicon.ico,75,success,USA,Auto Services
Towing,San Antonio TX,A & M Towing,(210) 315-3697,,,,,http://amtowing503691176.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Cincinnati OH,Kia Parts-Jeff Wyler Superior Kia,(513) 541-3300,268 W Mitchell Ave,"Cincinnati, OH 45232",OH,45232.0,https://www.jeffwylersuperiorkia.com/parts/index.htm,,,no,,superiorkialeads@wylerinternet.com,,,"Contact us at  Jeff Wyler Kia of Colerain, to order your Kia auto parts in Cincinnati.  Our professionals will get you the auto parts you need.",https://jeffwylerchryslerjeepftthomascllc.cms.dealer.com/static/sites/j/jeffwylerchryslerjeepftthomascllc/images/site-favicon-default.ico?r=1591651686000,70,success,USA,Auto Services
Auto Repair,Memphis TN,Autoservice,(901) 249-6093,2099 Thomas Rd Ste 7,"Memphis, TN 38134",TN,38134.0,http://yellowpages.com/memphis-tn/mip/memphis-auto-repair-service-inc-468740448,,,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Chicago IL,Central Auto Care Inc,(773) 282-1466,3011 N Central Ave,"Chicago, IL 60634",IL,60634.0,http://centralautocareincil.localsearch.com,,30 Years,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Cincinnati OH,Napa Auto Parts - Auto Parts of Colerain,(513) 385-8601,6900 Colerain Ave,"Cincinnati, OH 45239",OH,45239.0,https://www.napaonline.com/en/oh/cincinnati/store/30624,,,no,,,,,,,70,success,USA,Auto Services
Towing,San Antonio TX,"Access Towing, Inc",(210) 654-1112,,,,,http://accesstowinginc.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Repair,Austin TX,Cedar Park Tire & Service,(512) 335-5093,104 N Bell Blvd,"Cedar Park, TX 78613",TX,78613.0,http://cedarparktireservice.localsearch.com,,(1),no,,,,,,,60,success,USA,Auto Services
Tire Repair,Austin TX,Chapa Autocraft,(512) 504-9577,700 Rebel Dr.,"Kyle, TX 78640",TX,78640.0,http://chapaautocraft.localsearch.com,,(2),no,,,,,,,60,success,USA,Auto Services
Radiator Repair,Los Angeles CA,Enterprise Transmissions,(323) 225-4468,2323 Pasadena Ave,"Los Angeles, CA 90031",CA,90031.0,http://enterprisetransmissions.localsearch.com,,56 Years,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Memphis TN,Mrs Automotive,(901) 729-6764,5352 Pleasant View Rd,"Memphis, TN 38134",TN,38134.0,http://yellowpages.com/memphis-tn/mip/c-f-brake-and-auto-repair-13238389,,,no,,,,,,,65,success,USA,Auto Services
Auto AC Repair,Chicago IL,Magana's Auto Repair,(773) 235-4816,3929 W Fullerton Ave,"Chicago, IL 60647",IL,60647.0,http://emilysautorepair.com,,(2),no,,,,,,,0,error,USA,Auto Services
Auto Parts,New York NY,QPBC Inc,(718) 383-7093,1306 38th Ave,"Long Island City, NY 11101",NY,11101.0,http://qpbcinc.localsearch.com,,12 Years,no,,,,,,,60,success,USA,Auto Services
Towing,San Antonio TX,Affordable Prices Towing,(210) 780-3509,,,,,http://yellowpages.com/san-antonio-tx/mip/armada-towing-22969568,,,no,,,,,,,65,success,USA,Auto Services
Towing,San Antonio TX,Approved Towing,(210) 780-3506,,,,,http://approvedtowingtx.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Memphis TN,European Auto,(901) 372-7050,5221 Pleasant View Rd,"Memphis, TN 38134",TN,38134.0,http://europeanautotn.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Radiator Repair,Los Angeles CA,Hernandez Welding & Mechanic,(323) 264-1433,2445 Daly St,"Los Angeles, CA 90031",CA,90031.0,http://hernandezweldingmechanic.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Towing,San Antonio TX,A and A Towing,(210) 780-3513,,,,,http://yellowpages.com/san-antonio-tx/mip/armada-towing-22969568,,,no,,,,,,,65,success,USA,Auto Services
Auto AC Repair,Chicago IL,Natl Transmission Center,(773) 227-6455,3945 W Grand Ave,"Chicago, IL 60651",IL,60651.0,http://nationaltransmissioncenter.com,,(2),no,,,,,"National Transmission Center - providing the Tomball, TX area with quality automotive services and transmission expertise.",,70,success,USA,Auto Services
Tire Shops,New York NY,Triple M Tire Corp,(973) 483-5960,275 Broad St,"Newark, NJ 07104",NJ,7104.0,http://triplemtirecorp.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto AC Repair,Chicago IL,Freedom Auto Depot,(773) 349-3000,6711 S Western Ave,"Chicago, IL 60636",IL,60636.0,http://freedomautodepot.localsearch.com,,(2),no,,,,,,,60,success,USA,Auto Services
Car Stereo Systems,Los Angeles CA,CCS Presentation Systems,(424) 675-2520,5055 Wilshire Blvd Ste 305,"Los Angeles, CA 90036",CA,90036.0,http://www.ccsprojects.com/ca,,30 Years,no,,Info@johndoe.com,"https://www.facebook.com/CCSPresentationSystems/, https://www.linkedin.com/company/ccs-presentation-systems, https://www.instagram.com/ccspresentationsystems/",,Cares Act - CCS Presentation Systems - Audio Video Equipment Installation and Integration - Your Audio Video Integration Experts,https://ccsprojects.com/wp-content/uploads/2021/09/favicon.png,75,success,USA,Auto Services
Tire Shops,New York NY,Durable International Tires,(718) 618-7470,700 Grand Concourse,"Bronx, NY 10451",NY,10451.0,http://durableinternationaltires.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Auto AC Repair,Chicago IL,Jiffy Lube,(773) 821-4700,10750 S Halsted St,"Chicago, IL 60628",IL,60628.0,https://www.jiffylube.com/locations/il/chicago/649,,39 Years,no,,,"https://twitter.com/jiffylube, https://www.facebook.com/jiffylube",,"15-minute oil changes, brake inspection & battery replacement in Chicago, IL. See full services, business hours, & more!",https://jiffylube-assets1.imgix.net/favicons/apple-touch-icon-57x57.png,75,success,USA,Auto Services
Auto Parts,New York NY,"World Wide Parts, Inc.",(347) 704-0562,155 48th St,"Brooklyn, NY 11232",NY,11232.0,http://worldwide-parts.com,,13 Years,no,,sales@worldwide-parts.com,,," Quality Replacement Cat parts, Komatsu parts and Hoses. Since 1983 Worldwide Parts and Equipment has been supplying customers all over the world with only the best and lowest prices.",,80,success,USA,Auto Services
Radiator Repair,Los Angeles CA,Dyno Smog Check,(213) 387-2342,2400 W Olympic Blvd,"Los Angeles, CA 90006",CA,90006.0,http://yellowpages.com/los-angeles-ca/mip/dyno-smog-check-530547556,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Cincinnati OH,Cleves Auto Parts,(513) 771-3725,11361 Mosteller Rd,"Cincinnati, OH 45241",OH,45241.0,https://www.napaonline.com/en/oh/cincinnati/store/27655,,,no,,,,,,,60,success,USA,Auto Services
Auto AC Repair,Chicago IL,Euro Auto Plex,(773) 235-0176,1533 N Ashland Ave,"Chicago, IL 60622",IL,60622.0,http://euroautoplex.com,,(2),no,,,,,,,50,success,USA,Auto Services
Auto Parts,New York NY,Metro Automobile Supply Incorporated,(718) 609-1111,3824 24th St,"Long Island City, NY 11101",NY,11101.0,http://metroautomobilesupplyincorporated.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Body Shops,San Diego CA,Sacio Enterprises,(858) 566-8807,8635 Commerce Ave,"San Diego, CA 92121",CA,92121.0,https://sacioenterprises.com/about-us,,,no,,,,,,,0,timeout,USA,Auto Services
Tire Repair,Austin TX,Wheel and Tire Superstore,(512) 883-0838,400 W Whitestone Blvd,"Cedar Park, TX 78613",TX,78613.0,https://www.wheeltiresuperstore.com,,,no,,,,,,,70,success,USA,Auto Services
Auto Repair,Chicago IL,Richards Body Shop,(773) 588-3301,3041 W Lawrence Ave,"Chicago, IL 60625",IL,60625.0,http://m.yelp.com/biz/richards-auto-body-chicago,,(1),no,,,,,,,60,success,USA,Auto Services
Auto Parts,Cincinnati OH,CARQUEST Auto Parts,(513) 771-7278,2421 E Kemper Rd,"Cincinnati, OH 45241",OH,45241.0,http://carquest.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Memphis TN,Nunally Automotive,(901) 388-7973,5394 Pleasant View Rd,"Memphis, TN 38134",TN,38134.0,http://yellowpages.com/memphis-tn/mip/c-f-brake-and-auto-repair-13238389,,34 Years,no,,,,,,,65,success,USA,Auto Services
Radiator Repair,Los Angeles CA,,(213) 275-1031,747 E 25th St,"Los Angeles, CA 90011",CA,90011.0,http://yellowpages.com/los-angeles-ca/mip/zambrano-smoke-test-only-495351040,,,no,,,,,,,65,success,USA,Auto Services
Towing,San Antonio TX,365 Days Towing,(210) 339-2937,,,,,http://yellowpages.com/san-antonio-tx/mip/armada-towing-22969568,,,no,,,,,,,65,success,USA,Auto Services
Tire Repair,Austin TX,Phoenix Automotive,(512) 267-6300,7506 Lohmans Ford Rd,"Lago Vista, TX 78645",TX,78645.0,http://phoenixautomotive531257958.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Roadside Assistance,Dallas TX,DALLAS TOWING FLATBED SERVICE,(214) 644-0154,,,,,http://www.dallastowing.net,,,no,,,"https://www.linkedin.com/, https://twitter.com/, https://www.facebook.com/",,"Need an Emergency Dallas Towing? | Call (214) 644-0058 | Long and short distance towing. Tire change. Gas delivery. Car Locksout. Car Jump Start or replace battery. flat tire. Covering throughout Dallas, and the local areas.",https://www.dallastowing.net/static/towingtxred/favicon.png,65,success,USA,Auto Services
Auto Parts,Cincinnati OH,Smyth Auto Parts,(513) 679-4700,7413 Vine St,"Cincinnati, OH 45216",OH,45216.0,http://www.smythautomotive.com,,21 Years,no,,,,,,,0,timeout,USA,Auto Services
Tire Repair,San Jose CA,AYA Auto Body Repair,(510) 264-0647,29583 Ruus,"Hayward, CA 94544",CA,94544.0,https://www.ayaauto.com/https://www.ayaauto.com,,(4),no,,,,,,,0,timeout,USA,Auto Services
Auto AC Repair,Los Angeles CA,Execuluxx - LAX Airport Car Service,(818) 755-3557,5901 W Century Blvd Ste 750,"Los Angeles, CA 90045",CA,90045.0,http://www.execuluxx.com,,,no,,,,,,,0,timeout,USA,Auto Services
Remanufactured Engines,New York NY,Benzur Automotive,(718) 435-3040,1039 38th St,"Brooklyn, NY 11219",NY,11219.0,http://benzurautomotive.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto AC Repair,Chicago IL,Maltos Auto Service,(773) 279-8310,3444 W Montrose Ave,"Chicago, IL 60618",IL,60618.0,http://maltosautorepair.com,,(2),no,,,,,,,0,error,USA,Auto Services
Auto Repair,Memphis TN,Albos Transmissions,(901) 481-5598,5399 Pleasant View Rd,"Memphis, TN 38134",TN,38134.0,http://yellowpages.com/memphis-tn/mip/don-johnson-automotive-co-6047870,,,no,,,,,,,65,success,USA,Auto Services
Towing,San Antonio TX,Honest and Cheap Towing,(210) 780-3505,,,,,http://yellowpages.com/san-antonio-tx/mip/armada-towing-22969568,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,New York NY,Auto Glass Services,(347) 227-3084,1078 Bushwick Ave,"Brooklyn, NY 11221",NY,11221.0,http://autoglassservices521892720.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Roadside Assistance,Dallas TX,EDM Auto Repair & Mobile Service,(469) 324-1252,,,,,http://edmautorepairmobileservice.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto AC Repair,Chicago IL,Accurate Engine & Machine Inc,(773) 237-4942,5053 W Diversey Ave,"Chicago, IL 60639",IL,60639.0,http://accurateenginemachineinc.localsearch.com,,(2),no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Fort Lauderdale FL,MB Automotive,(954) 942-4339,3341 N Dixie Hwy Ste 4,"Pompano Beach, FL 33064",FL,33064.0,http://www.mbautosales.us,,,no,,,,,,,0,timeout,USA,Auto Services
Tire Repair,San Jose CA,Jensen's Tire Service,(510) 487-1266,2410 Pratt Ave,"Hayward, CA 94544",CA,94544.0,http://bfgoodrichtires.com,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Parts,New York NY,Ruta Automobile Supplies Incorporated,(718) 729-4955,3534 11th St,"Astoria, NY 11106",NY,11106.0,http://rutaautomobilesuppliesincorporated.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Radiator Repair,Los Angeles CA,Alvarado-Glendale Auto Repair,(213) 484-1634,1507 Glendale Blvd,"Los Angeles, CA 90026",CA,90026.0,http://alvaradoglendaleautorepair.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Memphis TN,Noble Auto Service,(901) 483-3980,1813 Thomas Rd,"Memphis, TN 38134",TN,38134.0,http://nobleautoservicetn.com,,,no,,,,,"Brent, NAS founder, is an ASE certified mechanic with 10 years of experience. His family owned auto shop is ready to help you get on the road to repair quickly!","http://img1.wsimg.com/isteam/ip/static/pwa-app/logo-default.png/:/rs=w:57,h:57,m",70,success,USA,Auto Services
Tire Shops,New York NY,Noel Tires,(973) 901-9709,923 Broadway,"Newark, NJ 07104",NJ,7104.0,http://noeltires.localsearch.com,,28 Years,no,,,,,,,60,success,USA,Auto Services
Radiator Repair,Los Angeles CA,Altest Auto parts and Repair,(213) 382-1830,800 s hoover,"Los Angeles, CA 90005",CA,90005.0,http://yellowpages.com/los-angeles-ca/mip/top-tune-service-center-4245638,,22 Years,no,,,,,,,65,success,USA,Auto Services
Roadside Assistance,Dallas TX,Scott's Towing,(214) 309-9496,,,,,http://scottstowingtx.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Repair,Austin TX,Nitrogen Innovations,(512) 268-7426,426 Sampson,"Kyle, TX 78640",TX,78640.0,http://nitrogeninnovations.localsearch.com,,11 Years,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,Boston MA,South Shore Auto,(781) 340-3800,866 Washington St,"East Weymouth, MA 02189",MA,2189.0,http://southshorechrysler.com,,38 Years,no,,,,,,,65,success,USA,Auto Services
Automotive Machine Shops,San Jose CA,B & G Precision Inc,(510) 438-9785,45450 Industrial Pl,"Fremont, CA 94538",CA,94538.0,http://bgprecisioninc.com,,40 Years,no,,,,,,,0,timeout,USA,Auto Services
Tire Repair,Austin TX,Lamb's Tire & Automotive,(512) 327-2886,2041 S A W Grimes Blvd,"Round Rock, TX 78664",TX,78664.0,https://lambstire.com/locations/tires-auto-repair-grimes-blvd-round-rock-tx,,,no,,,"https://www.instagram.com/lambs_tireauto/, https://www.facebook.com/Lamb'sTireandAutomotive",,"Are you looking for professional auto maintenance?  Come visit your nearby Lambs Tire & Automotive at 2041 S AW Grimes Blvd, Round Rock, TX, 78664.",https://lambstire.com/app/uploads/2025/08/lamb-favicon.ico,65,success,USA,Auto Services
Auto Parts,Cincinnati OH,Smart Start Ignition Interlock,(844) 647-1522,1848 Springdale Rd,"Cincinnati, OH 45231",OH,45231.0,https://www.smartstartinc.com/locations/ignition-interlock-ohio-cincinnati-1848-springdale-rd-45231/?utm_source=locations-organic&utm_campaign=8903&utm_medium=dynamic,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Memphis TN,Ezzey Load,(901) 421-6450,5352 Pleasant View Rd,"Memphis, TN 38134",TN,38134.0,http://ezzeyload.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Towing,San Antonio TX,City Tow Service,(210) 780-3512,,,,,http://citytowservicetx.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Chicago IL,"Classic Auto Center, Inc",(773) 374-0500,10447 S Torrence Ave,"Chicago, IL 60617",IL,60617.0,,,15 Years,no,,,,,,,0,error,USA,Auto Services
Auto AC Repair,Chicago IL,Joy Auto Repair,(773) 298-8601,10001 S Halsted St,"Chicago, IL 60628",IL,60628.0,https://www.joyautorepairinc.com,,(2),no,,,,,,,0,error,USA,Auto Services
Towing,San Antonio TX,All City Towing,(210) 339-2947,,,,,http://yellowpages.com/san-antonio-tx/mip/allied-american-auto-parts-2552243,,,no,,,,,,,65,success,USA,Auto Services
Automotive Machine Shops,San Jose CA,M.A.C. Members,(510) 279-4602,41527 Albrae St,"Fremont, CA 94538",CA,94538.0,http://macmembers.localsearch.com,,41 Years,no,,,,,,,60,success,USA,Auto Services
Radiator Repair,Los Angeles CA,Rivera's Auto Repair & Muffler,(323) 604-9580,2617 Whittier Blvd,"Los Angeles, CA 90023",CA,90023.0,http://yellowpages.com/los-angeles-ca/mip/all-japanese-wrecking-services-8735368,,,no,,,,,,,50,success,USA,Auto Services
Tire Repair,Austin TX,Precision Tune Auto Care,(512) 528-1165,2201 N Bell Blvd,"Cedar Park, TX 78613",TX,78613.0,http://www.precisiontune.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Repair,Seattle WA,Building Envelope Innovations,(206) 985-3788,1115 N 97th St,"Seattle, WA 98103",WA,98103.0,http://yellowpages.com/seattle-wa/mip/heartwood-builders-inc-19863916,,,no,,,,,,,65,success,USA,Auto Services
Auto Body Shops,San Diego CA,Acura Collision Repair,(858) 566-8807,8635 Commerce Ave,"San Diego, CA 92121",CA,92121.0,http://www.sacioenterprises.com,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Parts,Cincinnati OH,Pep Boys Auto Service & Tire,(513) 347-0400,5495 Glenway Ave,"Cincinnati, OH 45238",OH,45238.0,https://pepboys.com/stores/oh/cincinnati/5495-glenway-ave?storeCode=0288,,,no,,,,,px-captcha,,80,success,USA,Auto Services
Auto AC Repair,Chicago IL,Car Outlet,(773) 282-8040,3411 N Cicero Ave,"Chicago, IL 60641",IL,60641.0,http://caroutletil.localsearch.com,,(2),no,,,,,,,50,success,USA,Auto Services
Tire Shops,New York NY,R & A Tire Shop Services,(973) 732-9190,738 Broadway,"Newark, NJ 07104",NJ,7104.0,http://ratireshopservices.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Memphis TN,Byrd's Auto Repairs,(901) 373-2999,5399 Pleasant View Rd,"Memphis, TN 38134",TN,38134.0,http://yellowpages.com/memphis-tn/mip/memphis-auto-repair-service-inc-468740448,,,no,,,,,,,65,success,USA,Auto Services
Tire Repair,Seattle WA,M C & Associates,(425) 936-2662,13219 NE 20th St,"Bellevue, WA 98005",WA,98005.0,http://yellowpages.com/bellevue-wa/mip/m-c-associates-15591831,,,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,New York NY,R & H Auto Mechanics,(718) 363-1777,469 Troy Ave,"Brooklyn, NY 11203",NY,11203.0,http://rhautomechanics.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Tire Repair,Austin TX,Blystone Tire & APR,(512) 317-7759,2307 Rising Sun Cove,"Round Rock, TX 78664",TX,78664.0,https://blystonetireapr.com,,3 Years,no,,"service@blystonemobiletire.com, info@example.com","https://www.instagram.com/josue_blystone/, https://www.facebook.com/profile.php?id=100090271986366",,,https://blystonetireapr.com/wp-content/uploads/2025/03/Main-Logo-150x150.webp,75,success,USA,Auto Services
Auto Parts,Cincinnati OH,CARQUEST Auto Parts,(513) 574-4252,4308 Bridgetown Rd,"Cincinnati, OH 45211",OH,45211.0,http://carquest.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,New York NY,Fuel Line Corp,(718) 756-4456,505 Rogers Ave,"Brooklyn, NY 11225",NY,11225.0,http://fuellinecorp.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Repair,Austin TX,Lago Vista Tire & Auto,(512) 267-6300,7506 Lohmans Ford Rd,"Lago Vista, TX 78645",TX,78645.0,http://lagovistatireauto.localsearch.com,,(2),no,,,,,,,50,success,USA,Auto Services
Auto Repair,Chicago IL,Thamm's Auto Repair Inc,(773) 239-2700,1818 W 99th St,"Chicago, IL 60643",IL,60643.0,http://thammsautorepairinc.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto AC Repair,Los Angeles CA,West LA Auto Body Shop,(310) 361-6179,2055 Pontius Ave,"Los Angeles, CA 90025",CA,90025.0,https://westlaautobody.com,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Parts,Cincinnati OH,Sew & Go Upholstery LLC,(513) 909-4042,4954 Winton Ridge Ln,"Cincinnati, OH 45232",OH,45232.0,http://www.sewngoupholstery.com/Home_Page.html,,,no,,,,,,,0,timeout,USA,Auto Services
Car Stereo Systems,Los Angeles CA,HANSOL21 CCTV SECURITY,(213) 341-0757,3540 Wilshire Blvd #Ph3,"Los Angeles, CA 90010",CA,90010.0,http://www.hansol21.com,,32 Years,no,,,,,,,0,error,USA,Auto Services
Radiator Repair,Los Angeles CA,J D Auto Repair,(213) 637-0225,901 S Hoover St,"Los Angeles, CA 90006",CA,90006.0,http://jdautorepair503290740.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Shops,New York NY,R & A Tire Shop Center,(973) 738-4767,71 Grafton Ave,"Newark, NJ 07104",NJ,7104.0,http://ratireshopcenter.localsearch.com,,13 Years,no,,,,,,,50,success,USA,Auto Services
Auto Parts,New York NY,Cargo Industries Inc,(718) 472-1443,5007 49th St,"Woodside, NY 11377",NY,11377.0,http://cargoindustriesinc.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Towing,San Antonio TX,1 2 3 Towing,(210) 339-2941,,,,,http://yellowpages.com/san-antonio-tx/mip/armada-towing-22969568,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Cincinnati OH,Avid Autocare,(513) 657-2386,5591 Wooster Pike,"Cincinnati, OH 45227",OH,45227.0,https://www.avidautocare.com,,9 Years,no,,info@avidautocare.com,https://www.facebook.com/avidautocarecincinnati,,"Avid Autocare | Cincinnati's automotive specialist, offering engine, tire, electrical, brake, and oil change services with BBB A+ certification and 3-year warranty. Schedule now for special offers!",https://irp.cdn-website.com/c656594d/dms3rep/multi/Avidautocare_Shield_1C_green.png,75,success,USA,Auto Services
Auto Repair,Memphis TN,Steve's Auto Repair,(901) 371-8387,5397 Pleasant View Rd,"Memphis, TN 38134",TN,38134.0,http://stevesautorepair480676490.localsearch.com,,27 Years,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Chicago IL,CHI City Auto Repair Inc,(773) 697-7260,1334 N Kostner Ave,"Chicago, IL 60651",IL,60651.0,http://thecityofchicago.com,,,no,,,,,,,50,success,USA,Auto Services
Towing,San Antonio TX,Locally Owned Towing,(210) 339-2944,,,,,http://yellowpages.com/san-antonio-tx/mip/armada-towing-22969568,,,no,,,,,,,65,success,USA,Auto Services
Roadside Assistance,Dallas TX,Thompson's Towing,(972) 228-3415,,,,,http://thompsonstowingtx.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Shops,New York NY,Catizone Tire,(973) 242-0080,169 Central Ave,"Newark, NJ 07103",NJ,7103.0,http://catizonetire.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Shops,New York NY,Newark Tire Shop,(973) 350-9814,123 Summer Ave,"Newark, NJ 07104",NJ,7104.0,http://newarktireshop.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Chicago IL,Euro Collision Of South Loop,(312) 225-0222,2232 S Wabash Ave,"Chicago, IL 60616",IL,60616.0,http://www.ecchicago.com,,(1),no,,,,,,,0,timeout,USA,Auto Services
