category,state,name,phone,address,city,state.1,postal_code,website,rating,reviews,sent,emailss,email,socials,ceo_name,description,avatar_url,performance_score,crawl_status,country,group
Auto Body Shops,Houston TX,Elite Auto Repair,(832) 328-3844,14021 Bellaire Blvd,"Houston, TX 77083",TX,77083.0,http://eliteautorepair509467659.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Columbus OH,Whitehall Auto Parts,(614) 231-4240,4011 E Main St,"Columbus, OH 43213",OH,43213.0,http://www.autozone.com,,,no,,,,,px-captcha,,60,success,USA,Auto Services
Auto Repair,New York NY,Auto Club 24 Hr Mechanic,(646) 237-1475,149 Barrow St,"New York, NY 10014",NY,10014.0,http://autoclub24hrmechanic.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Columbus OH,N aPA,(614) 338-2923,4060 E Main St,"Columbus, OH 43213",OH,43213.0,http://www.napaonline.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Body Shops,Houston TX,LKQ Refinish - Houston,(713) 477-0219,1101 E Richey Rd,"Houston, TX 77073",TX,77073.0,https://www.lkqcorp.com,,,no,,,,,,,60,success,USA,Auto Services
Car Transport,Orlando FL,Rizo Auto Transport,(407) 855-6988,720 Thorpe Rd,"Orlando, FL 32824",FL,32824.0,http://rizoautotransport.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Repair,Los Angeles CA,Vix Tire & Wheel,(818) 547-5482,701 S Glendale Ave,"Glendale, CA 91205",CA,91205.0,http://vixtirewheel.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Automotive Machine Shops,San Jose CA,Nick's Machining,(408) 748-8534,1059 Di Giulio Ave,"Santa Clara, CA 95050",CA,95050.0,https://www.nicksmachining.com,,36 Years,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Cleveland OH,Ganley Westside Subaru,(440) 734-2000,25730 Lorain Rd,"North Olmsted, OH 44070",OH,44070.0,https://www.kenganleysubarunortholmsted.com,,(1),no,,brian.h@ganleywestside.com,"https://facebook.com/ganleywestsidesubaru, https://www.instagram.com/ganleywestsidesubaru/, https://www.facebook.com/KenGanleySubaruNorthOlmsted",,"Search Ken Ganley Subaru West Olmsted's Cleveland area dealership online, browse our vast selection of new and used cars, and stop in to set up a test drive! 
",https://pictures.dealer.com/s/soa/0075/00fe25dd26ff4c30a7b76b28e7ad1492x.jpg,75,success,USA,Auto Services
Towing,Phoenix AZ,Priority Towing,(602) 232-6006,,,,,http://www.prioritytow.com,,(1),no,,,https://www.facebook.com/prioritytow,,"Phoenix tow service offering fast and affordable towing services in Phoenix and throughout the Valley including flatbed towing, 24hr towing and cheap towing.",,65,success,USA,Auto Services
Auto Parts,Columbus OH,Eastern Glass & Mirror Service by Jr,(614) 236-0126,4347 E Main St,"Columbus, OH 43213",OH,43213.0,http://yellowpages.com/columbus-oh/mip/eddies-glass-17698456,,,no,,,,,,,65,success,USA,Auto Services
Tire Repair,Los Angeles CA,A1 Auto Service,(818) 247-4763,703 E Colorado St,"Glendale, CA 91205",CA,91205.0,http://yellowpages.com/glendale-ca/mip/nash-auto-service-461697906,,,no,,,,,,,65,success,USA,Auto Services
Car Transport,Orlando FL,USA Transporters Services Inc,(407) 240-1650,2911 Mccoy Rd,"Orlando, FL 32812",FL,32812.0,,,16 Years,no,,,,,,,0,error,USA,Auto Services
Tire Repair,Los Angeles CA,Vaca Tires,(323) 562-1803,4600 Slauson Ave,"Maywood, CA 90270",CA,90270.0,,,,no,,,,,,,0,error,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Tower European,(954) 463-1324,702 NW 8th Ave,"Fort Lauderdale, FL 33311",FL,33311.0,http://towereuropean.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Towing,Phoenix AZ,Valley Towing Co Inc,(480) 969-2281,,,,,http://ethicalcommunity.org/valleytowinginc,,,no,,,,,,,65,success,USA,Auto Services
Auto Body Shops,Houston TX,Sunrise Paint & Body Inc,(281) 933-7473,4426 Belle Park Dr,"Houston, TX 77072",TX,77072.0,http://www.sunrisepaintbody.com,,,no,,,"https://www.facebook.com/precisionpbs1, https://www.instagram.com/precisionpbs",,,https://precisionpbs.com/wp-content/uploads/2023/03/Precision.2ai-150x150.jpg,45,success,USA,Auto Services
Car Detailing,Cincinnati OH,Auto Spa Express,(513) 239-6230,944 Business 28,"Milford, OH 45150",OH,45150.0,http://autospaexpress560432332.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Car Detailing,Cincinnati OH,Mr Clean Performance Car Wash,(513) 204-5601,8050 Arbor Square Dr,"Mason, OH 45040",OH,45040.0,http://www.mrcleancarwash.com,,(1),no,,mr@2x.png,"https://twitter.com/mrcleancarwash, https://www.linkedin.com/company/mr-clean-car-wash/, https://www.facebook.com/themrcleancarwash",,"At Mr. Clean Car Wash, we offer a variety of car wash packages. When it comes to clean cars, there's only one Mr.",https://octanecdn.com/mrcleancarwashnew/mrcleancarwashnew_616390515.ico,65,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Ed's Auto Care,(954) 525-2454,900 NW 6th Ave,"Fort Lauderdale, FL 33311",FL,33311.0,http://edsautocare1910692.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Car Detailing,Cincinnati OH,Bailey's Car Wash & Detailing,(859) 534-5999,5864 Taylor Dr,"Burlington, KY 41005",KY,41005.0,http://baileyscarwashdetailing.localsearch.com,,(1),no,,,,,,,60,success,USA,Auto Services
Car Transport,Orlando FL,Amazulu Transport Inc,(407) 482-4142,8617 E Colonial Dr,"Orlando, FL 32817",FL,32817.0,http://yellowpages.com/orlando-fl/mip/amazulu-transport-inc-15888894,,18 Years,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,Cleveland OH,A G Auto Repair,(216) 481-1540,1521 Chardon Rd,"Euclid, OH 44117",OH,44117.0,http://agautorepairoh.localsearch.com,,(2),no,,,,,,,60,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Universal Complete Auto Repair,(954) 588-2953,805 NW 7th Ter,"Fort Lauderdale, FL 33311",FL,33311.0,http://universalcompleteautorepair.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Columbus OH,4 Wheel Parts,(614) 274-7074,4242 W Broad St,"Columbus, OH 43228",OH,43228.0,https://www.4wheelparts.com,,,no,,,,,,,70,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Collision Masters,(954) 271-0967,720 SW 27th Ave,"Fort Lauderdale, FL 33312",FL,33312.0,http://collisionmasters.com,,36 Years,no,,Help@CollisionMasters.com,,,A Car Accident In Arlington TX or Fort Worth? Collision Masters Attorneys and Doctors in The Arlington TX Area Can Help. For An attorney or Doctor call (800) 819-2006,,70,success,USA,Auto Services
Towing,Phoenix AZ,Thomas Towing Southwest Division,(602) 710-1911,,,,,http://thomastowingsouthwestdivision.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Automotive Machine Shops,San Jose CA,Expol Machining,(408) 235-8997,2122 Ronald St,"Santa Clara, CA 95050",CA,95050.0,http://expol.net,,31 Years,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,Atlanta GA,George Gene,(770) 483-1974,1088 Vaughn St SE,"Conyers, GA 30012",GA,30012.0,http://georgegene.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Brake Repair,Denver CO,Thompson Automotive Inc,(303) 997-7965,5110 S Lowell Blvd,"Littleton, CO 80123",CO,80123.0,https://thompsonautoservice.com/contact-us,,,no,,,,,,,0,timeout,USA,Auto Services
Car Detailing,Cincinnati OH,Dias Detailing,(513) 316-3620,9055 Innovation Pl,"West Chester, OH 45011",OH,45011.0,http://www.detailingdias.com,,,no,,,,,,,0,timeout,USA,Auto Services
Car Detailing,Cincinnati OH,Lee Hartke Auto Body Inc,(859) 500-1116,4442 Dixie Hwy,"Erlanger, KY 41018",KY,41018.0,http://www.leehartkeautobody.com,,82 Years,no,,lhartke@fuse.net,https://www.facebook.com/pages/Hartke-Lee-Auto-Body-Shop/168382689845248?fref=ts,,"Our auto body shop provides frame damage repair, scratch and dent repair, interior repairs, custom painting and much more. Call now for more information! 859-342-7674",https://irp.cdn-website.com/794b0f6c/site_favicon_16_1729278830770.ico,75,success,USA,Auto Services
Tire Repair,Los Angeles CA,Brothers Tires,(323) 721-2495,2209 W Whittier Blvd,"Montebello, CA 90640",CA,90640.0,http://brotherstires9616766.localsearch.com,,29 Years,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Columbus OH,Pap Parts,(614) 793-0981,600 Industrial Mile Rd,"Columbus, OH 43228",OH,43228.0,http://yellowpages.com/columbus-oh/mip/carquest-auto-parts-574540956,,,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Acm Auto Repair,(954) 847-2008,1776 W Broward Blvd,"Fort Lauderdale, FL 33312",FL,33312.0,http://yellowpages.com/fort-lauderdale-fl/mip/corvette-country-474244939,,,no,,,,,,,65,success,USA,Auto Services
Tire Repair,Los Angeles CA,Jc Tire & Auto Repair,(323) 569-4546,10036 Wright Rd,"South Gate, CA 90280",CA,90280.0,http://yellowpages.com/south-gate-ca/mip/ortiz-tires-wheels-inc-11675429,,,no,,,,,,,65,success,USA,Auto Services
Towing,Phoenix AZ,Marquez Towing,(602) 570-7983,,,,,http://marqueztowingaz.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Miami FL,Royal European Motors,(305) 931-4502,2630 NE 188th St,"Miami, FL 33180",FL,33180.0,http://royaleuropeanmotors.localsearch.com,,30 Years,no,,,,,,,65,success,USA,Auto Services
Tire Repair,Los Angeles CA,El Compa Tires & Wheels,(323) 583-5319,7850 Santa Fe Ave,"Huntington Park, CA 90255",CA,90255.0,http://elcompatireswheels.localsearch.com,,24 Years,no,,,,,,,50,success,USA,Auto Services
Brake Repair,Denver CO,Dave's Automotive Inc,(303) 343-3886,70 S Havana St,"Aurora, CO 80012",CO,80012.0,http://davesautoaurora.com,,,no,,,,,,,0,timeout,USA,Auto Services
Tire Repair,Los Angeles CA,Gonzalez Automotive Service Center,(323) 888-0115,1901 W Whittier Blvd,"Montebello, CA 90640",CA,90640.0,http://gonzalezautomotiveservicecenter.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Miami FL,Cox Global Detailing and Pressure Washing,(786) 458-0472,9619 Fontainebleau Blvd,"Miami, FL 33172",FL,33172.0,,,,no,,,,,,,0,error,USA,Auto Services
Auto Body Shops,Houston TX,Momentum West Collision Center,(281) 394-4551,11811 Katy Fwy,"Houston, TX 77079",TX,77079.0,http://www.momentumwestcollisioncenterhouston.com/index.htm,,,no,,michael.nguyen@bmwwest.com,,,"Momentum West Collision Center in Houston also offers muffler repairs, auto glass repairs, brake repairs, oil changes and more.",http://www.momentumwestcollisioncenterhouston.com/static/v8/global/images/site-favicon-default.ico?r=1766079368000,60,success,USA,Auto Services
Auto Parts,Columbus OH,VIP Tires,(614) 501-7198,520 S Hamilton Rd,"Columbus, OH 43213",OH,43213.0,http://yellowpages.com/columbus-oh/mip/a1-discount-auto-473002119,,,no,,,,,,,65,success,USA,Auto Services
Car Transport,Orlando FL,Florida Junk Car,(407) 512-6407,9521 S Orange Blossom Trl,"Orlando, FL 32837",FL,32837.0,http://floridajunkcar.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Car Detailing,Cincinnati OH,Classic Car Wash,(859) 525-0066,7670 Industrial Rd,"Florence, KY 41042",KY,41042.0,http://classiccarwashky.localsearch.com,,(1),no,,,,,,,60,success,USA,Auto Services
Auto Repair,New York NY,Auto Help Line,(646) 307-4789,454 E 6th St,"New York, NY 10009",NY,10009.0,http://autohelpline.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Columbus OH,Dennis J Evans,(614) 237-7631,4551 Wright Ave,"Columbus, OH 43213",OH,43213.0,http://dennisjevans.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Car Detailing,Cincinnati OH,Midwest Auto Store,(859) 372-0600,166 Weaver Rd,"Florence, KY 41042",KY,41042.0,http://www.midwestautostore.com,,(18),no,,,,,,,50,success,USA,Auto Services
Auto Repair,New York NY,Third Ave Tow 24 Hr,(212) 993-1988,12 3rd Ave,"New York, NY 10003",NY,10003.0,http://thirdavetow24hr.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,New York NY,A Free Tow,(212) 616-5783,402 E 6th St,"New York, NY 10009",NY,10009.0,http://afreetow.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,D Shenko Corp,(305) 766-4655,1260 W Sunrise Blvd,"Fort Lauderdale, FL 33311",FL,33311.0,http://dshenkocorp.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Denver CO,Andersen's Foreign Car Service,(303) 278-8766,16289 W Colfax Ave,"Golden, CO 80401",CO,80401.0,https://www.andersens.net/Golden-auto-repair-shop-location.html,,73 Years,no,,,,,,,0,timeout,USA,Auto Services
Brake Repair,Denver CO,Adolph's Auto Repair,(303) 421-8310,9160 W 44th Ave,"Wheat Ridge, CO 80033",CO,80033.0,http://nicholsautorepair.net,,37 Years,no,,,,,,,0,timeout,USA,Auto Services
Auto Parts,Columbus OH,Arco Cerrajero De Coches,(614) 904-3390,191 S Hamilton Rd,"Columbus, OH 43213",OH,43213.0,http://yellowpages.com/columbus-oh/mip/firestone-complete-auto-care-480054554,,,no,,,,,,,65,success,USA,Auto Services
Car Detailing,Cincinnati OH,Oasis Car Wash,(513) 779-6387,7160 Cincinnati Dayton Rd,"Liberty Township, OH 45069",OH,45069.0,http://carwash.com,,(3),no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,Phoenix AZ,Roccos Auto,(623) 882-0845,519 W Western Ave,"Avondale, AZ 85323",AZ,85323.0,http://roccosautoaz.localsearch.com,,12 Years,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Miami FL,DJ Auto Repair,(305) 758-7111,9795 NW 7th Ave,"Miami, FL 33150",FL,33150.0,http://uvacsss.github.io,,(3),no,,,,,,,60,success,USA,Auto Services
Car Detailing,Cincinnati OH,Spotless Car Wash,(513) 941-0124,18 E Main St,"Cleves, OH 45002",OH,45002.0,http://yellowpages.com/cleves-oh/mip/cincys-finest-auto-577540036,,,no,,,,,,,65,success,USA,Auto Services
Car Transport,Orlando FL,Dependable Auto Transport,(800) 665-3983,,"Orlando, FL 32807",FL,32807.0,http://dependableautotransportfl.localsearch.com,,82 Years,no,,,,,,,50,success,USA,Auto Services
Auto Body Shops,Houston TX,Stance Auto,(281) 893-6758,11815 Misty Valley Dr,"Houston, TX 77066",TX,77066.0,http://stanceauto.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Car Detailing,Cincinnati OH,Mike's  Carwash,(513) 644-0180,8281 Highland Pointe Dr,"West Chester, OH 45069",OH,45069.0,http://mikescarwash.com,,(1),no,,,"https://www.facebook.com/MikesCarwash, https://www.instagram.com/mikes.carwash/, https://twitter.com/mikescarwash",,"Founded in 1948 in Fort Wayne, IN, Mike's Carwash is a family-owned company based in Cincinnati, OH with locations in Ohio, Indiana and Kentucky.",https://www.mikescarwash.com/images/pages/_browser_icon/mcw_icon.ico,65,success,USA,Auto Services
Car Detailing,Cincinnati OH,AutoShine llc,(513) 262-4470,309 W Loveland Ave,"Loveland, OH 45140",OH,45140.0,http://autoshinellc.localsearch.com,,(1),no,,,,,,,50,success,USA,Auto Services
Towing,Phoenix AZ,Garay Towing,(602) 317-2391,,,,,http://garaytowing.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,New York NY,NYC Towtruck,(212) 401-2184,183 W 10th St,"New York, NY 10014",NY,10014.0,http://nyctowtruck456646526.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Columbus OH,Quick Lane,(614) 861-4200,90 S Hamilton Rd,"Columbus, OH 43213",OH,43213.0,http://yellowpages.com/columbus-oh/mip/european-auto-609857,,,no,,,,,,,65,success,USA,Auto Services
Towing,Phoenix AZ,Luis and Son's,(602) 621-6284,,,,,http://luisandsons.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Cleveland OH,Burns Auto Service,(440) 871-1350,27205 Wolf Rd,"Bay Village, OH 44140",OH,44140.0,http://burnsautoservice.localsearch.com,,(2),no,,,,,,,60,success,USA,Auto Services
Brake Repair,Denver CO,PRESTIGE AUTOMOTIVE MOBILE REPAIR,(720) 296-6560,537 Olathe St Ste B,"Aurora, CO 80011",CO,80011.0,http://prestigeautomotivemobilerepair548155373.localsearch.com,,(1),no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Miami FL,Fast Motor Service Inc,(305) 258-2090,22780 S Dixie Hwy,"Miami, FL 33170",FL,33170.0,,,,no,,,,,,,0,error,USA,Auto Services
Remanufactured Engines,Miami FL,"Iturria, Pedro",(305) 634-9872,2520 NW 21st Ter,"Miami, FL 33142",FL,33142.0,http://yellowpages.com/miami-fl/mip/mannys-auto-service-inc-646085,,,no,,,,,,,65,success,USA,Auto Services
Auto Repair,New York NY,New York City Auto Repair Wipers & Accessories,(646) 626-7718,67 Perry St,"New York, NY 10014",NY,10014.0,http://yellowpages.com/new-york-ny/mip/motor-club-of-america-480626322,,,no,,,,,,,65,success,USA,Auto Services
Towing,Phoenix AZ,East Valley Towing,(480) 406-3200,,,,,http://eastvalleytowingaz.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Car Transport,Orlando FL,Inter-City Auto Transport - Orlando,(321) 710-3456,618 E South St Ste 500,"Orlando, FL 32801",FL,32801.0,http://intercityautotransportorlando.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Columbus OH,Columbus Ignition Replacement,(380) 867-0417,4780 E Broad St,"Columbus, OH 43213",OH,43213.0,http://yellowpages.com/columbus-oh/mip/byers-porsche-3116496,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Columbus OH,Strategic Auto Parts,(614) 704-6959,3296 Westerville Rd,"Columbus, OH 43224",OH,43224.0,https://www.strategicautoparts.com,,,no,,swilliams@strategicautoparts.com,https://web.facebook.com/StrategicAutoParts/?_rdc=1&_rdr,,"Explore high-quality, discounted OEM auto parts & car accessories at Strategic Auto Parts in Columbus, Ohio. Browse our online store today!",https://www.strategicautoparts.com/wp-content/uploads/2021/12/cropped-SAP_Gold2-32x32.png,95,success,USA,Auto Services
Towing,Phoenix AZ,Azteca Towing,(602) 682-7135,,,,,https://www.aztecatowingarizona.com/contact,,,no,,info@aztecatowingarizona.com,"https://twitter.com/, http://instagram.com/, https://facebook.com/",,"Looking for trusted towing services in Arizona? Learn how to choose a reliable towing company with these expert tips on pricing, services, reviews, and more.",https://irp.cdn-website.com/74a71dde/dms3rep/multi/Untitled+design-9f8c17b1.png,75,success,USA,Auto Services
Brake Repair,Denver CO,A Affordable Transmission,(303) 343-4583,15551 E 6th Ave Ste 30,"Aurora, CO 80011",CO,80011.0,http://aaffordabletransmission.localsearch.com,,(1),no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Atlanta GA,Ted's Garage,(770) 978-0850,2288 Henry Clower Blvd,"Snellville, GA 30078",GA,30078.0,http://instagram.com/teds_garage,,10 Years,no,,,,,"161 Followers, 483 Following, 37 Posts - Ted's Garage (@teds_garage) on Instagram: ""Automotive Repair Shop specializing in Mercedes Benz and BMW. We are located at 2288 Henry Clower Blvd. Stop by or give us a call! 770-978-0850""",https://static.cdninstagram.com/rsrc.php/v4/yI/r/VsNE-OHk_8a.png,50,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Professor's Auto Clinic Inc,(954) 522-6802,825 NW 8th Ave,"Fort Lauderdale, FL 33311",FL,33311.0,http://professorsautoclinicinc.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Repair,New York NY,Aabac 24 Hour Auto Repair & Towing,(646) 307-4328,249 E 10th St,"New York, NY 10009",NY,10009.0,http://aabac24hourautorepairtowing.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Body Shops,Houston TX,R B Auto Collison,(832) 427-1329,5930 Highway 6 N,"Houston, TX 77084",TX,77084.0,http://yellowpages.com/houston-tx/mip/lone-star-auto-service-clay-road-465473836,,27 Years,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Marion's Auto Service,(954) 533-8570,680 SW 27th Ave,"Fort Lauderdale, FL 33312",FL,33312.0,http://marionsautoservice.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,Miami FL,Xcessive Engines,(305) 206-6102,4401 SW 75th Ave,"Miami, FL 33155",FL,33155.0,http://www.xcessiveinc.com,,(3),no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,Miami FL,Moa Motors,(305) 649-2192,601 NW 22nd Ave,"Miami, FL 33125",FL,33125.0,http://moamotors.localsearch.com,,35 Years,no,,,,,,,60,success,USA,Auto Services
Brake Repair,Denver CO,Mile High Brake Supply,(720) 883-3636,8131 Allison Pl,"Arvada, CO 80005",CO,80005.0,http://milehighbrakesupply.com,,10 Years,no,,,,,,,0,error,USA,Auto Services
Car Detailing,Cincinnati OH,Richie's Car Wash,(859) 727-1076,3606 Dixie Hwy,"Erlanger, KY 41018",KY,41018.0,http://richiescarwashky.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Body Shops,Houston TX,North Houston Infiniti,(281) 569-3100,111 Stage Run Dr,"Houston, TX 77090",TX,77090.0,http://www.sewellinfiniti-houston.com,,,no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,Phoenix AZ,Quality Auto Service,(480) 892-8586,635 W Commerce Ave,"Gilbert, AZ 85233",AZ,85233.0,http://garyanquality.com,,24 Years,no,,,,,,,0,error,USA,Auto Services
Car Transport,Miami FL,Auto Relocation of Pembroke Pines,(954) 678-3537,7950 Pines Blvd,"Pembroke Pines, FL 33024",FL,33024.0,http://autorelocationofpembrokepines.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Auto Proz Inc,(561) 294-3551,2401 NW 19th St,"Fort Lauderdale, FL 33311",FL,33311.0,http://autoprozinc470877642.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Towing,Phoenix AZ,Western Towing Roadone,(623) 780-9822,,,,,http://westerntowingroadone.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Repair,Los Angeles CA,Tireshop,(323) 357-0704,10519 Atlantic Ave,"South Gate, CA 90280",CA,90280.0,http://tireshop532190447.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Repair,Los Angeles CA,American Tire Depot,(323) 722-7462,617 W Whittier Blvd,"Montebello, CA 90640",CA,90640.0,https://www.americantiredepot.com/locations/montebello-ca?store_number=1149,,57 Years,no,,,,,,,70,success,USA,Auto Services
Car Detailing,Cincinnati OH,Rainstorm Express Car Wash,(513) 755-2491,7876 Tylersville Square Dr,"West Chester, OH 45069",OH,45069.0,http://yellowpages.com/west-chester-oh/mip/cincinnati-soft-wash-560981289,,,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,Atlanta GA,Loganville Auto Center,(770) 466-7449,3480 Stone Mountain Hwy,"Snellville, GA 30078",GA,30078.0,http://loganvilleautocenter.com,,34 Years,no,,,,,,,0,timeout,USA,Auto Services
Tire Repair,Los Angeles CA,Pacheco's Tires,(310) 762-6118,2991 E Imperial Hwy,"Lynwood, CA 90262",CA,90262.0,http://pachecostires.localsearch.com,,21 Years,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Hcc Auto Center,(954) 334-5964,2460 NW 17th St,"Fort Lauderdale, FL 33311",FL,33311.0,http://hccautocenterfl.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Body Shops,Houston TX,R A Auto Color Inc,(281) 741-4189,14360 Bellaire Blvd Ste 100,"Houston, TX 77083",TX,77083.0,http://raautocolor.com,,26 Years,no,,salesinfo@raautocolor.com,https://www.facebook.com/RA-AUTO-COLOR-273441266460174/?ref=page_internal,,Shop powered by PrestaShop,http://raautocolor.com/img/favicon.ico?1528315210,75,success,USA,Auto Services
Car Detailing,Cincinnati OH,JIT Superior Detailing,(513) 344-5649,1119 Reading Rd,"Mason, OH 45040",OH,45040.0,http://jitsuperiordetailing.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Fort Lauderdale FL,Transmission Marine Inc,(954) 467-1540,223 SW 33rd Ct,"Fort Lauderdale, FL 33315",FL,33315.0,http://www.marinegears.com,,,no,,,,,"Transmission Marine Gears Inc is one of the best industrial parts and Installation service that provide ZF, Hurth, Paragon, Velvet, Drive, Capitol, boating, gearbox, mounts, damper plate, PRM, Walter, cooler, heat exchanger, boat transmission, etc",http://www.marinegears.com/images/fevi.png,60,success,USA,Auto Services
Auto Body Shops,Houston TX,M & M Performance,(832) 237-6100,11130 Neeshaw Dr,"Houston, TX 77065",TX,77065.0,https://www.mmperformance.com,,,no,,,"https://www.instagram.com/explore/locations/1018965002/mm-performance/, https://www.facebook.com/MMPERFORMANCEKELOWNA/",,"M & M Performance, your powersports dealer in Kelowna. New and used models, maintenance, parts and repairs. Contact us today!",https://www.mmperformance.com/favicon.ico?favicon.a6aa54ab.ico,65,success,USA,Auto Services
Auto Repair,New York NY,Towing,(646) 237-9440,138 2nd Ave,"New York, NY 10003",NY,10003.0,https://www.towing.com/CA/Utah/South-Jordan/9440,,,no,,,,,,https://towing.azureedge.net/favicon.ico,60,success,USA,Auto Services
Auto Parts,Columbus OH,Continental Auto Parts,(614) 866-8820,285 N Hamilton Rd,"Columbus, OH 43213",OH,43213.0,http://yellowpages.com/columbus-oh/mip/byers-porsche-3116496,,,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,Cleveland OH,Mickey's North Olmstead Auto Service,(440) 734-0003,23525 Lorain Rd,"North Olmsted, OH 44070",OH,44070.0,http://mickeysnoauto.com,,(1),no,,,,,,,65,success,USA,Auto Services
Car Detailing,Cincinnati OH,Duett Auto Detailing LLC,(513) 909-5866,8647 Cincinnati Columbus Rd,"West Chester, OH 45069",OH,45069.0,http://duettautodetailing.com,,25 Years,no,,"sales3@yue-da.com, sales1@yue-da.com, sales2@yue-da.com",,,"太阳集团tyc5997是亚洲最有名的玩球网站之一,拥有良好的经营口碑,美女客服在线为您提供详细、及时、全面的体育app注册登录下载服务。",http://www.yue-da.com/uploadfiles/211.149.184.142/webid418/logo/202212/63aa7efec3c59.ico,70,success,USA,Auto Services
Tire Repair,Los Angeles CA,Grand Prix Tire & Automotive,(626) 282-1599,656 Monterey Pass Rd,"Monterey Park, CA 91754",CA,91754.0,http://www.gptire.com,,(2),no,,,,,,,65,success,USA,Auto Services
Tire Repair,Los Angeles CA,Beltran Tire Station,(323) 560-1168,3726 Florence Ave,"Bell Gardens, CA 90201",CA,90201.0,http://yellowpages.com/bell-ca/mip/swift-525657038,,38 Years,no,,,,,,,65,success,USA,Auto Services
Brake Repair,Denver CO,Genaro Automotive,(720) 708-2160,1790 Jasper St,"Aurora, CO 80011",CO,80011.0,http://yellowpages.com/aurora-co/mip/aamco-transmissions-total-car-care-475048253,,,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,Miami FL,Silverio General Mechanic,(305) 635-0660,2860 NW 17th Ave,"Miami, FL 33142",FL,33142.0,http://silveriogeneralmechanicfl.localsearch.com,,21 Years,no,,,,,,,60,success,USA,Auto Services
Towing,Phoenix AZ,24/7 Valleywide Towing & Roadside Assistance,(602) 565-4367,,,,,http://247valleywidetowingroadsideassistance.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
