"name","website","state","emailee","email","descriptione","scraped_socials","ceo_name","email_status","emails","socials","ceo_name","description","avatar_url","performance_score","crawl_status"
"Sunset Roofing Co.","http://www.cslb.ca.gov","San Francisco","","cslbinfo@cslb.ca.gov","","https://www.linkedin.com/company/contractors-state-license-board, https://www.facebook.com/CSLB.CA?ref=ts, https://www.instagram.com/CaContractorsBoard","Unknown","","CSLBinfo@cslb.ca.gov","https://www.facebook.com/CSLB.CA?ref=ts, https://twitter.com/CSLB, https://www.instagram.com/CaContractorsBoard","","","http://www.cslb.ca.gov/images/apple-touch-icon-precomposed.png",65,"success"
"Mr. Roof","http://www.mrroof.com","Toledo","","","","","Unknown","","","https://www.instagram.com/official_mrroof/?hl=en, https://www.facebook.com/profile.php?id=61572847645466, https://www.linkedin.com/company/mr.-roof/","","Roof might be in our name but we do more than just roofing. We install siding, gutters, windows, masonry and insulation in addition to roofs.","https://www.mrroof.com/wp-content/uploads/2023/02/cropped-mrroof-logo-32x32.png",65,"success"
"Bradley Industrial Foam Roofing","http://www.bradleyfoamroofing.com","Texas","","your@email.com, radleyfoamroofing@yahoo.com, bradleyfoamroofing@yahoo.com","Foam Roofing for Commercial Buildings. Located in Burkburnett, Texas serving all of Texas and surrounding states. Call us at (940) 569-9053.","https://facebook.com/bradleyfoamroofing","Unknown","","radleyFoamRoofing@yahoo.com, bradleyfoamroofing@yahoo.com, your@email.com","https://facebook.com/bradleyfoamroofing","","Foam Roofing for Commercial Buildings. Located in Burkburnett, Texas serving all of Texas and surrounding states. Call us at (940) 569-9053.","https://irp.cdn-website.com/b677893e/site_favicon_16_1619634189641.ico",75,"success"
"Tropical Roofing and Raingutters Inc.","http://www.tropicalroofingandraingutters.com","Honolulu","","","","","Unknown","","","","","","",50,"success"
"Rossford Roofing & Shingle Repair Service","http://rossfordroofingshinglerepairservice.localsearch.com","Toledo","","","","","Unknown","","","","","","",50,"success"
"Walbridge Roofing Claim Center","http://walbridgeroofingclaimcenter.localsearch.com","Toledo","","","","","Unknown","","","","","","",50,"success"
"Cedar Roof Solutions","http://cedarroofsolutions.localsearch.com","Minneapolis","","","","","Unknown","","","","","","",50,"success"
"Childers Roofing","http://childersroofing.localsearch.com","Chesapeake","","","","","Unknown","","","","","","",50,"success"
"Northeast Indiana Exteriors LLC","http://northeastindianaexteriorsllc.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"Gold Standard Home Improvement","http://goldstandardhomeimprovement.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"Cool Roof Hawaii","http://coolroofhawaii544998561.localsearch.com","Honolulu","","","","","Unknown","","","","","","",50,"success"
"Ropa Roofing","http://roparoofing.localsearch.com","Denver","","","","","Unknown","","","","","","",50,"success"
"Rock Roofing","http://rockroofing454277042.localsearch.com","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","",50,"success"
"Next Level Roofing and Remodeling","http://nextlevelroofingandremodeling.localsearch.com","Texas","","","","","Unknown","","","","","","",50,"success"
"Monarch Construction & Roofing","https://www.monarchroofing.com/contact","Denver","","","Contact Monarch Roofing & Construction.","https://www.instagram.com/monarch.construction.roofing/, https://www.facebook.com/monarchroofingcolorado/","Unknown","","","https://www.facebook.com/monarchroofingcolorado/, https://www.instagram.com/monarch.construction.roofing/","","Contact Monarch Roofing & Construction.","https://www.monarchroofing.com/wp-content/uploads/2025/06/cropped-Monarch-Favicon-Touch.png",75,"success"
"DG Construction Services","https://dgconstructions.co","Madison","","daniel@dgconstructions.co, dan@dgconstruction.net, support@dgconstructions.co","DG Construction | Outstanding craftsmanship and bilingual customer service for roofing, siding, windows, and emergency construction. Free estimate!","https://www.facebook.com/profile.php?id=100076171105036, https://www.instagram.com/dgconstructionllc?igshid=OGQ5ZDc2ODk2ZA==","Unknown","","","","","","",60,"success"
"RevoluSun Smart Home","http://www.revolusun.com","Honolulu","","","","","Unknown","","","","","","",50,"success"
"Foam Experts Roofing Co Inc","http://www.foamexpertsroofing.com/contact-us","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","",50,"success"
"Rampart Building Concepts LLC","https://www.facebook.com/rbcllc","Madison","","","","","Unknown","","","","","","https://static.xx.fbcdn.net/rsrc.php/y1/r/ay1hV6OlegS.ico",50,"success"
"EverSil Roof Coatings LLC.","http://www.eversilroofcoatings.com","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","error","","","","","","","","OMACUAN merupakan platform game online dengan koleksi game terlengkap untuk para gamers dari semua kalangan yang memberikan pengalaman bermain seru dan pilihan game terbaik.","https://imgstore.io/images/2025/12/07/omafav.png",50,"success"
"Protech Roofing & Insulation","https://www.protechroofinghonoluluhi.com","Honolulu","","","Trusted Roofing Experts in Honolulu At Protech Roofing Honolulu HI, we deliver expert roofing solutions tailored to the unique needs of Honolulu homes, ensuring durability and peace of mind for every customer. Learn More Trusted Experts in Honolulu Roofing Protech Roofing Honolulu HI is dedicated to delivering top-quality roofing solutions with integrity and excellence. Our","https://www.instagram.com/, https://www.facebook.com/","Unknown","","","https://www.instagram.com/, https://www.facebook.com/","","Trusted Roofing Experts in Honolulu At Protech Roofing Honolulu HI, we deliver expert roofing solutions tailored to the unique needs of Honolulu homes, ensuring durability and peace of mind for every customer. Learn More Trusted Experts in Honolulu Roofing Protech Roofing Honolulu HI is dedicated to delivering top-quality roofing solutions with integrity and excellence. Our","https://protechroofinghonoluluhi.com/wp-content/uploads/2025/11/cropped-1000008598-32x32.jpg",75,"success"
"Palm Coast Roofing","http://www.palmcoastroofingtx.com","Texas","","error","","","","","pete@palmcoastroofingtx.com, your@email.com","https://www.facebook.com/texasbestroofer/","","Palm Coast Roofing offers reliable roofing solutions in Galveston, TX. Contact us at (512) 799-7440 for a free quote or click to explore our services.","https://irp.cdn-website.com/f7f53d51/site_favicon_16_1747757760598.ico",75,"success"
"Slawson Roofing Inc.","http://www.slawsonroofing.com","Texas","","","Professional roofing installation and replacement services for residential properties. Quality workmanship, durable materials, and expert contractors.","","Unknown","","","","","Professional roofing installation and replacement services for residential properties. Quality workmanship, durable materials, and expert contractors.","",60,"success"
"Siders Roofing","","94. Des Moines","","","","","","","","","","","",0,"error"
"Compare Roofing Experts","","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","","","","","","","","","","",0,"error"
"Compare Roofing Experts","","Greensboro","","","","","","","","","","","",0,"error"
"Weatherseal Roof Coating","","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","","","","","","","","","","",0,"error"
"Jsk General Roofing Inc","http://www.jskroofing.com","San Francisco","","error","","","","","","","","","",0,"error"
"Shamrock Roofing & Construction Denver","https://shamrockroofer.com/location/denver","Denver","","","","","Unknown","","","","","","",60,"success"
"Allison Services","http://allisonservices.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"Home PRO Windows Siding & Doors","https://www.homeprofortwayne.com","Fort Wayne","","","If you’re looking for help from the top roofers in Fort Wayne, IN, then consider giving us a call at (260) 421-3377 and get a free quote now.","https://www.facebook.com/HomeProWindowsRoofingSidingDoors/","Unknown","","","https://www.facebook.com/HomeProWindowsRoofingSidingDoors/","","If you’re looking for help from the top roofers in Fort Wayne, IN, then consider giving us a call at (260) 421-3377 and get a free quote now.","https://www.homeprofortwayne.com/wp-content/uploads/2020/07/home-pro-50x50-1.png",65,"success"
"GS Exterior Experts","https://gsexteriorexperts.com","Denver","","","","","Unknown","","","","","","",60,"success"
"Capital Technologes","http://incode.com","San Francisco","","","AI-powered identity verification and fraud prevention for the world’s leading companies. Secure onboarding, authentication, and KYC compliance.","https://www.facebook.com/incodetechnologies/, https://www.instagram.com/incodetech/, https://www.linkedin.com/company/incodetech","Unknown","","","https://www.linkedin.com/company/incodetech, https://www.instagram.com/incodetech/, https://www.facebook.com/incodetechnologies/","","AI-powered identity verification and fraud prevention for the world’s leading companies. Secure onboarding, authentication, and KYC compliance.","https://incode.com/wp-content/uploads/2025/11/incode-favicon.png",55,"success"
"Prestige Roofing Denver Co","https://www.prestigeroofingdenver.com/contact-us","Denver","","","","","Unknown","","","","","","",60,"success"
"Roofing R US","http://yellowpages.com/wayzata-mn/mip/advanced-roofing-solutions-25722835","Minneapolis","","","","","Unknown","","","","","","",50,"success"
"A Tech Roofing inc","http://yellowpages.com/san-francisco-ca/mip/excelsior-roofing-20202250","San Francisco","","","","","Unknown","","","","","","",60,"success"
"Painter's Warehouse, Inc","https://www.ppgpaints.com/store-locator/us/hawaii/honolulu-paint-stores/painters-warehouse-inc-33116","Honolulu","","","Looking for a nearby paint store in your area? Use our paint store locator to find the closest PPG Paints store.","https://instagram.com/ppgpaints, https://twitter.com/ppgpaints, https://facebook.com/ppgpaints","Unknown","","","https://twitter.com/ppgpaints, https://instagram.com/ppgpaints, https://facebook.com/ppgpaints","","Looking for a nearby paint store in your area? Use our paint store locator to find the closest PPG Paints store.","https://www.ppgpaints.com/Content/images/favicon.png",75,"success"
"Grace Roofing","http://www.cslb.ca.gov","San Francisco","","cslbinfo@cslb.ca.gov","","https://www.linkedin.com/company/contractors-state-license-board, https://www.facebook.com/CSLB.CA?ref=ts, https://www.instagram.com/CaContractorsBoard","Unknown","","CSLBinfo@cslb.ca.gov","https://www.facebook.com/CSLB.CA?ref=ts, https://twitter.com/CSLB, https://www.instagram.com/CaContractorsBoard","","","http://www.cslb.ca.gov/images/apple-touch-icon-precomposed.png",65,"success"
"Alan Bradley Roofing","http://www.alanbradleyroofing.com","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","","Alan Bradley Roofing Company is an experienced Tucson roof contractor. Our services include reroofing in Tucson and roof repairs in Tucson.","","Unknown","","","","","Alan Bradley Roofing Company is an experienced Tucson roof contractor. Our services include reroofing in Tucson and roof repairs in Tucson.","http://www.alanbradleyroofing.com/apple-touch-icon.png",60,"success"
"Right Way Roofing","https://www.therightwayroofing.com","Denver","","","","","Unknown","","","","","","data:;",60,"success"
"Victors Home Solutions","https://www.victors.com/?utm_source=gmb_listing&utm_medium=organic&utm_campaign=toledo","Toledo","","","From our free 21-Point Roof Inspection to our 50-Year Leak Free Guarantee, we’ll protect your home and family for years to come.","https://www.facebook.com/VictorsHome, https://www.instagram.com/victors_home_solutions/, https://www.linkedin.com/company/victors-home-solutions/","Unknown","","","https://www.facebook.com/VictorsHome, https://www.instagram.com/victors_home_solutions/, https://www.linkedin.com/company/victors-home-solutions/","","From our free 21-Point Roof Inspection to our 50-Year Leak Free Guarantee, we’ll protect your home and family for years to come.","https://victors.com/wp-content/uploads/2024/12/cropped-download-1-32x32.webp",75,"success"
"Quality Roofing Systems","http://yellowpages.com/minneapolis-mn/mip/gopher-company-incorporated-460375339","Minneapolis","","","","","Unknown","","","","","","",60,"success"
"Roofing Systems","http://yellowpages.com/virginia-beach-va/mip/proline-exteriors-481036112","Chesapeake","","","","","Unknown","","","","","","",60,"success"
"Salvador Roofing","","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","","","","","","","","","","",0,"error"
"Compare Roofing Experts","","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","","","","","","","","","","",0,"error"
"AAA Roofing & Siding","","Greensboro","","","","","","","","","","","",0,"error"
"BIRS The Roof Savers","","Greensboro","","","","","","","","","","","",0,"error"
"Compare Roofing Experts","","Greensboro","","","","","","","","","","","",0,"error"
"R S Herder Corporation","","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","","","","","","","","","","",0,"error"
"Youngs Roofing INC","http://www.youngsroofinginc.net","San Francisco","","youngsroofinginc@gmail.com","iDea a Bootstrap-based, Responsive HTML5 Template","http://www.facebook.com, http://www.linkedin.com, http://www.twitter.com","Unknown","","youngsroofinginc@gmail.com","http://www.twitter.com, http://www.linkedin.com, http://www.facebook.com","","iDea a Bootstrap-based, Responsive HTML5 Template","http://www.youngsroofinginc.net/images/favicon_p.ico",75,"success"
"The Best Roofing","https://todayshomeowner.com/near-me/minnesota/fridley/hvac","Minneapolis","","error","","","","","hello@todayshomeowner.com, FindAPro@TodaysHomeowner.com","https://www.instagram.com/todayshomeowner/, https://www.facebook.com/todayshomeowner, https://twitter.com/todayshomeowner","","Get ratings and reviews for the top 10 HVAC Companies in Fridley, MN. Helping you find the best HVAC Companies for the job.","https://todayshomeowner.com/wp-content/uploads/2025/03/cropped-Favicon_2.jpg",75,"success"
"CentiMark","https://www.centimark.com","Fort Wayne","","","Looking for commercial roofing contractors in your area? CentiMark has 100+ offices and 650+ roofing crews across North America. Click to learn more!","https://www.instagram.com/centimark_corporation/, https://twitter.com/CentiMark, https://www.linkedin.com/company/centimark","Unknown","","","https://www.facebook.com/CentiMarkCorporation, https://twitter.com/CentiMark, https://www.linkedin.com/company/centimark","","Looking for commercial roofing contractors in your area? CentiMark has 100+ offices and 650+ roofing crews across North America. Click to learn more!
","https://www.centimark.com/images/Logos/centimark-roofing-contractor-favicon.png",75,"success"
"Tom Roof Cleaners","http://menifeetirepros.com","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","",50,"success"
"New Haven Best Roofing Contractors","http://yellowpages.com/new-haven-in/mip/lengacher-roofing-17809568","Fort Wayne","","","","","Unknown","","","","","","",60,"success"
"David Lewis Roofing","http://yellowpages.com/mckinney-tx/mip/ameritex-roofing-475566168","Texas","","","","","Unknown","","","","","","",60,"success"
"Rapid Roof","http://www.rapidroofquote.com","Toledo","","","","https://www.facebook.com/rapidroofquote","Unknown","","","https://www.facebook.com/rapidroofquote","","","https://rapidroofquote.com/wp-content/uploads/2021/04/favicon-150x150.png",55,"success"
"G & K Roofing and Remodeling Inc","http://www.gkroofing.com","Madison","","error","","","","","","","","","",50,"success"
"Roofing Repair","http://yellowpages.com/wayzata-mn/mip/advanced-roofing-solutions-25722835","Minneapolis","","","","","Unknown","","","","","","",65,"success"
"Tropical J's","http://www.tropicaljs.com","Honolulu","","","","https://www.facebook.com/TropicalJs/","Unknown","","","https://www.facebook.com/TropicalJs/","","","https://www.tropicaljs.com/wp-content/uploads/2024/11/cropped-Site-Logo-32x32.png",55,"success"
"Titan Exteriors","http://yellowpages.com/nationwide/mip/banner-marketing-group-546974868","Madison","","","","","Unknown","","","","","","",65,"success"
"Huntertown Wood Shake Roof Installed & Repair","http://yellowpages.com/fort-wayne-in/mip/experienced-office-solutions-9767329","Fort Wayne","","","","","Unknown","","","","","","",65,"success"
"Aquashield Roofing Norfolk","http://aquashieldroofingnorfolk.localsearch.com","Chesapeake","","","","","Unknown","","","","","","",50,"success"
"Home Renovation","http://homerenovationin.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"San Francisco Roofers","http://sanfranciscoroofers.localsearch.com","San Francisco","","","","","Unknown","","","","","","",50,"success"
"House Roofing Systems","http://yellowpages.com/suffolk-va/mip/house-roofing-systems-550691516","Chesapeake","","","","","Unknown","","","","","","",65,"success"
"Welch Roofing Inc","http://welchroofinginc.localsearch.com","Minneapolis","","","","","Unknown","","","","","","",50,"success"
"The Gardner Company","http://thegardnercompany535026175.localsearch.com","Madison","","","","","Unknown","","","","","","",50,"success"
"Solutionhtx Construction And Remodeling LLC","http://solutionhtxconstructionandremodelingllc.localsearch.com","Texas","","","","","Unknown","","","","","","",50,"success"
"Indiana Advanced Construction","http://indianaadvancedconstruction.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"Sincerity Roofing","http://sincerityroofing.localsearch.com","Chesapeake","","","","","Unknown","","","","","","",50,"success"
"Nail Roofing and Construction L.L.C.","http://www.nailroofing.com","Texas","","","","","Unknown","","","","","","",50,"success"
"Seasoned Roofing Specialists","https://www.seasonedroofingva.com","Chesapeake","","","","","Unknown","","","","","","https://www.wix.com/favicon.ico",60,"success"
"Bullseye Exteriors","http://www.bullseyeexteriors.com","Madison","","","","","Unknown","","","","","","",50,"success"
"Roof Repair","http://yellowpages.com/wayzata-mn/mip/advanced-roofing-solutions-25722835","Minneapolis","","","","","Unknown","","","","","","",65,"success"
"Roofcorp Of Metro Denver","https://www.roofingexperts.com","Denver","","","","","Unknown","","","","","","data:;",60,"success"
"730 South Exteriors","https://www.730southexteriors.com","Denver","","","","","Unknown","","","","","","",60,"success"
"Almost Anything","http://almostanything461795694.localsearch.com","Madison","","","","","Unknown","","","","","","",50,"success"
"CoPro Construction","http://coproconstruction.localsearch.com","Denver","","","","","Unknown","","","","","","",50,"success"
"Gate City Renovations","https://gatecityrenovations.com","Greensboro","","","Gate City Renovations  provides a range of custom interior & exterior painting services, residential and commercial.","https://www.facebook.com/100579255353792","Unknown","","","https://www.facebook.com/100579255353792","","Gate City Renovations  provides a range of custom interior & exterior painting services, residential and commercial.","https://img1.wsimg.com/isteam/ip/78992568-4d6e-4096-9d72-c9ac1990f0af/weblogo.png/:/rs=w:57,h:57,m",85,"success"
"Rock Roofing","http://rockroofingmn.localsearch.com","Minneapolis","","","","","Unknown","","","","","","",50,"success"
"Apple Roofing","https://appleroof.com/des-moines","94. Des Moines","","info@appelroof.com, info@appleroof.com","Are you experiencing leaks or storm damage? Apple Roofing offers expert roof repair & replacement in Des Moines. Schedule your free inspection today!","https://www.linkedin.com/company/apple-roofing-llc, https://www.instagram.com/appleroofing/?hl=en, https://www.facebook.com/appleroofing","Unknown","","info@appleroof.com, info@appelroof.com","https://www.linkedin.com/company/apple-roofing-llc, https://www.facebook.com/appleroofing, https://www.instagram.com/appleroofing/?hl=en","","Are you experiencing leaks or storm damage? Apple Roofing offers expert roof repair & replacement in Des Moines. Schedule your free inspection today!","https://appleroof.com/wp-content/uploads/2022/06/cropped-apple-roofing-favicon-32x32.png",75,"success"
"Roofs Unlimited Plus, Fort Wayne Division","http://roofsunlimitedplusfortwaynedivision.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"Martin Tomlinson Roofing","http://www.m-troofing.com","Texas","","service@m-troofing.com","Take charge of your commercial roofing in Dallas/Ft. Worth, TX, with Martin-Tomlinson Roofing. For over 45 years, Martin-Tomlinson has provided expert commercial roofing service, including 24/7 emergency roofing, maintenance, and roofing repairs. Call today at 214-388-4871!","","Unknown","","service@m-troofing.com","","","Take charge of your commercial roofing in Dallas/Ft. Worth, TX, with Martin-Tomlinson Roofing. For over 45 years, Martin-Tomlinson has provided expert commercial roofing service, including 24/7 emergency roofing, maintenance, and roofing repairs. Call today at 214-388-4871!","http://www.m-troofing.com/wp-content/uploads/2018/05/favicon-32x32.png",60,"success"
"Desert Sky Roofing","http://www.dsrroofcoatingtucson.com","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","error","","","","","","https://www.instagram.com/desertskyroofing/, https://www.facebook.com/desertskyroofing","","Quality focused roofers in Tucson for roof repairs, roof coatings, shingle replacements, tile replacements. Veteran owned, Free inspections.","https://dsrroofcoatingtucson.com/wp-content/uploads/2022/03/DSR-Bill-Updated-LBI-150x150.jpg",65,"success"
"Protection Roofing Co","https://roof.info/roofing-contractors/california/san-francisco/protection-roofing","San Francisco","","","","","Unknown","","","","","","https://roof.info/images/favicon.ico",60,"success"
"Southern Arizona Roof Associates","https://getroof.com","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","","Call today for Roofing Experts Tucson at Get Roof. Experience top-quality materials and craftsmanship Tucson. Call us.","","Unknown","","","","","","",60,"success"
"Roofing Co Inc","https://www.theroofingcompany.com/blog","Chesapeake","","","The Roofing Company is a professional roofing company servicing Virginia Beach and Hampton Roads. Learn more about our company and get a quote today!","https://www.facebook.com/theroofingcompany, https://www.instagram.com/accounts/login/?next=https%3A%2F%2Fwww.instagram.com%2Ftheroofingco%2F%3Fhl%3Den, https://twitter.com/i/flow/login?redirect_after_login=%2Froofco","Unknown","","","https://www.facebook.com/theroofingcompany, https://www.instagram.com/accounts/login/?next=https%3A%2F%2Fwww.instagram.com%2Ftheroofingco%2F%3Fhl%3Den, https://twitter.com/i/flow/login?redirect_after_login=%2Froofco","","The Roofing Company is a professional roofing company servicing Virginia Beach and Hampton Roads. Learn more about our company and get a quote today!","https://cmsplatform.blob.core.windows.net/wwwtheroofingcompanycom/favicon/favicon.png?v=9:34%20PM",75,"success"
"West Point Roofing","https://www.wpshingle.com","Denver","","logo@300.webp, logo@300-300x95.webp, info@wpshingle.com","West Point Roofing is a veteran owned and operated Residential & Commercial roofing company serving clients nationwide.","","Unknown","","logo@300-768x244.webp, info@wpshingle.com, logo@300.webp","","","West Point Roofing is a veteran owned and operated Residential & Commercial roofing company serving clients nationwide.","https://www.wpshingle.com/wp-content/uploads/2024/04/favicon-150x150.webp",80,"success"
"Mike's Roofing","http://www.mikesbuilding.com","San Francisco","","","","","Unknown","","info@mikesbuilding.com","","","Mike’s Roofing & Building has been protecting homes like yours since 1972. We are experts in the roofing and building business.","https://mikesbuilding.com/wp-content/uploads/2019/07/MR_smll.png",70,"success"
"Gordy Roofing Inc.","http://www.gordyroofing.com/","Texas","","gordyroofinginc@gmail.com","Gordy Roofing offers comprehensive residential and commercial roofing services in East Texas. From roof installation to storm damage repair, we can handle it.","https://www.facebook.com/gordyroofinginc/","Unknown","","gordyroofinginc@gmail.com","https://www.facebook.com/gordyroofinginc/","","Gordy Roofing offers comprehensive residential and commercial roofing services in East Texas. From roof installation to storm damage repair, we can handle it.","https://gordyroofinginc.com/wp-content/uploads/2025/02/Gordy-roofing-favicon.png",75,"success"
"Venture Roofing Siding Fencing","http://ventureroofingsidingfencing.localsearch.com","Chesapeake","","","","","Unknown","","","","","","",50,"success"
"All system exteriors LLC.","http://allsystemexteriorsllc.localsearch.com","Madison","","","","","Unknown","","","","","","",50,"success"
"AA Roof Coat Solutions","http://aaroofcoatsolutions.localsearch.com","ClevelandLong BeachNew OrleansTucsonAlbuquerque","","","","","Unknown","","","","","","",50,"success"
"Roofing Company","http://yellowpages.com/wayzata-mn/mip/advanced-roofing-solutions-25722835","Minneapolis","","","","","Unknown","","","","","","",50,"success"
"United Roofing And Rain Gutters","","Honolulu","","","","","","","","","","","",0,"error"
"Granado Roofing","","Texas","","","","","","","","","","","",0,"error"
"Rescue Construction Solutions","","Greensboro","","","","","","","","","","","",0,"error"
"Gate City Renovations","","Greensboro","","","","","","","","","","","",0,"error"
"Rsi-Roofing & Building Supply","http://www.rsihawaii.com","Honolulu","","error","","","","","","","","","",50,"success"
"Eco Smart Roofer","http://www.ecosmartroofer.com","San Francisco","","error","","","","","","","","","",0,"timeout"
"Extreme Sheet Metal Inc","https://www.metalunion.us/company-extreme-sheet-metal-inc-in-honolulu-hi-40287","Honolulu","","","Kevin Nishimura the President of Extreme Sheet Metal Inc in 1020 Mikole St, Honolulu, Hawaii 96819.","","Kevin Nishimura","","","","Kevin Nishimura","Kevin Nishimura the President of Extreme Sheet Metal Inc in 1020 Mikole St, Honolulu, Hawaii 96819.","https://www.metalunion.us/sites/metalunion.us/files/favicons/apple-touch-icon.png",70,"success"
"Ameritex Roofing","http://www.ameritexroofing.net","Texas","","","AmeriTex Roofing provides the Dallas Fort Worth Metroplex with superior roofing products and installation including metal, tile, slate and all composition roofs. AmeriTex Roofing is licensed and insured and a member of the Better Business Bureau, North Texas Roofing Association, National Association of Remodelers, National Home Builders Association and the Greater Dallas Apartment Association.","http://facebook.com/ameritexroofing","Unknown","","9eMYnKqGgf@4jrA0P.EV","http://facebook.com/ameritexroofing","","AmeriTex Roofing provides the Dallas Fort Worth Metroplex with superior roofing products and installation including metal, tile, slate and all composition roofs. AmeriTex Roofing is licensed and insured and a member of the Better Business Bureau, North Texas Roofing Association, National Association of Remodelers, National Home Builders Association and the Greater Dallas Apartment Association. ","",75,"success"
"Woodburn Roofing Company","http://yellowpages.com/new-haven-in/mip/rmj-contracting-amish-craftsman-497144065","Fort Wayne","","","","","Unknown","","","","","","",60,"success"
"AC Inc. Roofing","https://acincroofing.com","Denver","","info@acincroofing.com, dawnrykovichrealty@gmail.com","AC INC Roofing is Colorado’s and Cheyenne's trusted roofer for residential and commercial services—expert inspections, quality materials, and insurance support you can count on.","https://www.facebook.com/ACINCRoofing, https://www.linkedin.com/company/acincroofing/, https://www.instagram.com/acincroofing/","Unknown","","info@ACINCRoofing.com, dawnrykovichrealty@gmail.com","https://www.instagram.com/acincroofing/, https://www.facebook.com/ACINCRoofing, https://www.linkedin.com/company/acincroofing/","","AC INC Roofing is Colorado’s and Cheyenne's trusted roofer for residential and commercial services—expert inspections, quality materials, and insurance support you can count on.","https://acincroofing.com/wp-content/uploads/2025/06/cropped-favicon-large-32x32.png",75,"success"
"Metro Academy","http://midmetroacademy.com","Minneapolis","","help@midmetroacademy.com, director@midmetroacademy.com, midmetroacademy@gmail.com","Mid-Metro Academy offers classes in academics, drama, art, business, and technology to home school families with students in  grades 7 – 12, preparing them for success in undergraduate programs, careers, and life.","https://www.facebook.com/midmetroacademy, https://instagram.com/midmetroacademy?igshid=YmMyMTA2M2Y=","Unknown","","midmetroacademy@gmail.com, help@midmetroacademy.com, director@midmetroacademy.com","https://instagram.com/midmetroacademy?igshid=YmMyMTA2M2Y=, https://www.facebook.com/midmetroacademy","","Mid-Metro Academy offers classes in academics, drama, art, business, and technology to home school families with students in  grades 7 – 12, preparing them for success in undergraduate programs, careers, and life.","http://midmetroacademy.com/sysfiles/site_uploads/favicon/favicon3022.ico",75,"success"
"Cool Roof Store","http://www.coolroofstore.net","Honolulu","","","","","Unknown","","","","","Cool Roof Store Hawaii - get Roof, Deck & Wall Coatings that Waterproof & Protect your home or business. Silicone, Acrylic, More. Visit Now!","https://www.coolroofstore.net/wp-content/uploads/2024/04/lahaina-fire-relief-donation.jpg",60,"success"
"311 Metal Structures & Roofing","","Greensboro","","","","","","","","","","","",0,"error"
"Integrity Building & Roofing","https://integrityproroofing.com/denver","Denver","","info@integrityproroofing.com","Integrity Pro Roofing is a Top-Rated roofing company servicing Denver & Surrounding Areas. Schedule a Free Estimate Online. Contact us!","https://www.facebook.com/IntegrityProRoofing/, https://www.instagram.com/integrityproroofing/, https://www.linkedin.com/company/integrity-pro-roofing/","Unknown","","info@integrityproroofing.com","https://facebook.com/IntegrityProRoofing/, https://www.instagram.com/integrityproroofing/, https://www.facebook.com/IntegrityProRoofing/","","Integrity Pro Roofing is a Top-Rated roofing company servicing Denver & Surrounding Areas. Schedule a Free Estimate Online. Contact us!","https://integrityproroofing.com/denver/wp-content/uploads/sites/5/2020/08/favicon.png",75,"success"
"Peabody Restoration, LLC","http://www.peabodyrestoration.com","Denver","","8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com","Peabody Restoration is a residential and commercial roofing company replacing hail damaged roofs from Fort Collins to Pueblo. Located in Denver. Insurance professionals. Schedule an appointment today.","https://www.twitter.com/wix, https://www.facebook.com/wix, https://www.instagram.com/wix","Unknown","","605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com","https://www.instagram.com/wix, https://www.twitter.com/wix, https://www.facebook.com/wix","","Peabody Restoration is a residential and commercial roofing company replacing hail damaged roofs from Fort Collins to Pueblo. Located in Denver. Insurance professionals. Schedule an appointment today. ","https://static.parastorage.com/client/pfavico.ico",65,"success"
"Canopy Construction","http://canopyconstructionmn.localsearch.com","Minneapolis","","","","","Unknown","","","","","","",50,"success"
"Just'n Tyme Home Improvement","http://justntymehomeimprovement.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"Nation's Roofing Company","http://nationsroofingcompany.localsearch.com","San Francisco","","","","","Unknown","","","","","","",50,"success"
"Samuel Dean Sheet Metal","http://samueldeansheetmetal.localsearch.com","Texas","","","","","Unknown","","","","","","",50,"success"
