category,state,company,phone,address,city,statess,postal_code,website,rating,reviews,sent,email,description,socials,ceo_name,country,group
Roofing,Miami FL,Del Sol Roofing,(305) 228-0218,7570 NW 14th St,"Miami, FL 33126",FL,33126.0,http://www.delsolroofing.com,,(17),no,Error,,,,USA,Home Services
Roofing,Miami FL,Miami Roof-Tech,(305) 722-7606,2977 Mcfarlane Rd Ph 1,"Miami, FL 33133",FL,33133.0,http://www.miamirooftech.com,,(6),no,info@miamirooftech.com,"Miami roofing contractors providing services for residential and commercial properties. Your Miami roofers for tile, shingle, flat and metal applications.","http://www.linkedin.com/pub/michael-leahing/63/a8a/198, https://www.facebook.com/pages/Miami-Roof-Tech/248071235258568, https://twitter.com/MiamiRoofTech",Unknown,USA,Home Services
Roofing,Miami FL,Murphy Roofs,(305) 892-1700,10903 NE 8th Ct,"Biscayne Park, FL 33161",FL,33161.0,http://murphyroofs.localsearch.com,,(7),no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Z-Roofing Contractors-,(305) 885-9166,2525 W 3rd Ct,"Hialeah, FL 33010",FL,33010.0,http://zroofing.com,,(8),no,eduardo.wass@toptal.com,,"https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/609094112_18552344947015066_2564273993365477222_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=OGdt8ym5qIUQ7kNvwGXdqFr&_nc_oc=AdlaW2crdJrl72uhU_IGBZT170BFyqn9oivU6APWxLrHlHgQiZGLJs6FID09qtASZgk&_nc_zt=23&_nc_ht=scontent-atl3-3.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=zuZmb3B2DzDzRS1IMy7zmA&oh=00_AfoRGDAgaoTYJVViKZKHLBCMM1H6-9Flhz92wrJR50tcDA&oe=695F135C, https://www.instagram.com/reel/DSdnaDvDyEZ/, https://scontent-atl3-2.cdninstagram.com/v/t51.71878-15/607215378_839568232278528_2827401543309923477_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=nP8tDgkYjQQQ7kNvwGBUbdq&_nc_oc=AdmM7UNdnEYqECGc7c996Q18SKx6GrFtPlTKN4CKsd1KL0ZfgMLDyZDpcJhfbwZ-nbw&_nc_zt=23&_nc_ht=scontent-atl3-2.cdninstagram.com&edm=AM6HXa8EAAAA&_nc_gid=zuZmb3B2DzDzRS1IMy7zmA&oh=00_Afqp4TH_D8sFDu20G2qIKINrUeh0GhrmpbHnFfXanHXG2g&oe=695F0DBC",Unknown,USA,Home Services
Roofing,Miami FL,MCI Construction,(305) 244-3624,,"Miami, FL 33185",FL,33185.0,http://mciconstruction.localsearch.com,,(4),no,,,,Unknown,USA,Home Services
Roofing,Miami FL,GOLD STAR Roofing & Construction,(786) 374-9269,12260 Southwest 8th Street,"Miami, FL 33184",FL,33184.0,https://www.goldstarroofing.us,,(4),no,"your@email.com, esmelin@goldstarroofing.us","Gold Star Roofing & Construction is a roofing contractor in Miami, FL. We provide roofing installation and repair services. Call us today at 786-496-9355.",,Unknown,USA,Home Services
Roofing,Miami FL,South Miami Roofing,(305) 242-0039,6800 Bird Rd,"Miami, FL 33155",FL,33155.0,http://southmiamiroofing.com,,(4),no,,Looking for Roofing Services? Get a Free Quote from the Best Roofing Company in Miami. Dial (305) 910-7388 for unmatched service.,"https://www.instagram.com/southmiamiroofing, https://www.facebook.com/people/South-Miami-Roofing/100090852713820/, https://www.linkedin.com/in/south-miami-roofing-llc-9b194265",Unknown,USA,Home Services
Roofing,Miami FL,O'Steen Builders,(305) 944-2721,,"Miami, FL 33162",FL,33162.0,http://www.osteenandcompany.com,,100 Years,no,Error,,,,USA,Home Services
Roofing,Miami FL,A And S Aluminum Supply,(305) 392-1889,595 W 18th St,"Hialeah, FL 33010",FL,33010.0,http://www.asaluminum.com,,(3),no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Champion Roof Consultant Inc.,(786) 461-4843,,"Miami, FL 33131",FL,33131.0,http://championroofconsultantinc.localsearch.com,,(4),no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Presto Roofing,(305) 720-2127,8098 NW 67th St,"Miami, FL 33166",FL,33166.0,http://prestoroofs.com,,(3),no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Roofer Mike Inc,(305) 519-7879,473 Plover Ave,"Miami Springs, FL 33166",FL,33166.0,http://www.roofermikeinc.com,,(3),no,Error,,,,USA,Home Services
Roofing,Miami FL,A Palmer Roofing,(305) 232-9211,,,,,http://apalmerroofing.localsearch.com,,(3),no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Aris Roofing Service Inc,(305) 303-9607,1421 SW 107th Ave,"Miami, FL 33174",FL,33174.0,http://arisroofingserviceinc.localsearch.com,,(6),no,,,,Unknown,USA,Home Services
Roofing,Miami FL,ARMANDOS ROOFING INC,(305) 301-1621,Miami 33157,"Miami, FL 33157",FL,33157.0,http://armandosroofingincfl.localsearch.com,,24 Years,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Roof Master Inc,(786) 243-0144,15550 SW 216th St,"Miami, FL 33170",FL,33170.0,http://www.roofmasterinc.com,,(2),no,"team@latofonts.com, impallari@gmail.com",,,Unknown,USA,Home Services
Roofing,Miami FL,Roofing Repair in Miami,(786) 536-1212,2206 SW 27th Ave,"Miami, FL 33145",FL,33145.0,,,19 Years,no,,,,,USA,Home Services
Roofing,Miami FL,Perkins Roofing - Miami,(305) 687-6521,575 NW 152nd St,"Miami, FL 33169",FL,33169.0,http://www.perkinsroofing.net,,46 Years,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Dade Professional Roofing Corp,(786) 412-5354,971 NW 35th Ave,"Miami, FL 33125",FL,33125.0,http://dadeprofessionalroofingcorp.localsearch.com,,(7),no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Florida Roofing,(305) 969-2020,13910 SW 102nd Ave,"Miami, FL 33176",FL,33176.0,http://floridaroofing.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Extreme Roofing,(305) 225-1535,2910 SW 109th Ave,"Miami, FL 33165",FL,33165.0,http://local.yp.com/listings/details.aspx?num=a:13587049:13:4859924:14:0:7,,,no,Error,,,,USA,Home Services
Roofing,Miami FL,Ram Roofing,(305) 305-9195,5712 NE 4th Ave,"Miami, FL 33137",FL,33137.0,http://ramroofing.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Diversified Roofing,(305) 672-3749,170 NW 68th St,"Miami, FL 33150",FL,33150.0,http://diversifiedroofingfl.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Victoria Roofing,(305) 666-2323,4220 SW 71st Ave,"Miami, FL 33155",FL,33155.0,http://victoriaroofing.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Manuel Joya Roofing,(305) 661-5454,7054 SW 44th St,"Miami, FL 33155",FL,33155.0,http://manueljoyaroofingfl.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Aztec Roofing,(305) 255-4004,12950 SW 189th St,"Miami, FL 33177",FL,33177.0,http://aztecroofingfl.localsearch.com,,41 Years,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Rodman Roofing,(305) 233-7062,12151 SW 128th Ct,"Miami, FL 33186",FL,33186.0,https://www.rodmanroofinginc.com/contact,,46 Years,no,rodmanroofing@yahoo.com,Contact,"https://www.instagram.com/rodmanroofing, https://www.facebook.com/rodmanroofinginc",Unknown,USA,Home Services
Roofing,Miami FL,Arrow Roofing,(305) 252-9007,,,,,http://www.arrowroofingmiami.com,,,no,Error,,,,USA,Home Services
Roofing,Miami FL,We Do Metal Roofs,(305) 974-3195,,,,,http://wedometalroofs450967539.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Weatherguard Roofing And Restoration,(305) 893-3939,,,,,http://weatherguardroofingandrestoration.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,All Year Roofing,(305) 456-6388,50 W 22nd St,"Hialeah, FL 33010",FL,33010.0,http://yellowpages.com/hialeah-fl/mip/all-year-roofing-466230162,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Navarro Roofing,(305) 859-3167,3950 SW 87th Ct,"Miami, FL 33165",FL,33165.0,http://www.navarroroofingcorp.com,,46 Years,no,"froofing@bellsouth.net, your@email.com",Navarro Roofing proudly provides high-quality commercial and residential roofing services in the southern Florida area. Call (305) 221-3220 to schedule a project consultation.,https://www.facebook.com/Navarro-Roofing-133449536706444/,Unknown,USA,Home Services
Roofing,Miami FL,Andrew Palmer,(786) 701-6361,22790 South Dixie Highway,"Miami, FL 33170",FL,33170.0,http://www.apalmerroofing.com,,,no,your@email.com,"A. Palmer Roofing, Inc., located in Miami, FL, is your local, full-service residential and commercial roofing company providing new roofing and roof repairs. Call 305-232-9211.",,Unknown,USA,Home Services
Roofing,Miami FL,A Palmer Roofing,(786) 808-3141,22790 S Dixie Hwy,"Miami, FL 33170",FL,33170.0,https://www.apalmerroofing.com,,106 Years,no,your@email.com,"A. Palmer Roofing, Inc., located in Miami, FL, is your local, full-service residential and commercial roofing company providing new roofing and roof repairs. Call 305-232-9211.",,Unknown,USA,Home Services
Roofing,Miami FL,L Cortes Construction Services,(305) 454-2644,18786 Northwest 79th Way,"Hialeah, FL 33015",FL,33015.0,http://lcortesconstructionservices.localsearch.com,,34 Years,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Dennis Roofing,(305) 224-8270,,,,,http://www.dennisroofing.com,,42 Years,no,Error,,,,USA,Home Services
Roofing,Miami FL,YOSVANYS TECH WHOLESALE INC.,(561) 768-4436,19637 SW 122nd Avenue Miami Fl 33177,"Miami, FL 33177",FL,33177.0,http://yosvanystechwholesaleinc.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Palmer Roof-tech Inc,(305) 232-4777,17832 S Dixie Hwy,"Miami, FL 33157",FL,33157.0,https://www.apalmerroofing.com/testimonials,,22 Years,no,your@email.com,"A. Palmer Roofing, Inc., located in Miami, FL, has built a reputation of superior service since its beginning in 1920. Call 305-232-9211.",,Unknown,USA,Home Services
Roofing,Miami FL,Quality Roofing Contractors Inc,(305) 953-3333,13800 NW 1st Ave,"Miami, FL 33168",FL,33168.0,http://qualityroofingcontractorsinc.localsearch.com,,38 Years,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Assured Contracting,(305) 414-0025,11747 SW 134th Pl,"Miami, FL 33186",FL,33186.0,http://assuredcontracting.localsearch.com,,18 Years,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Top Metal Roofing Supplier,(305) 640-5290,5351 NW 36th Ave,"Miami, FL 33142",FL,33142.0,http://topmetalsupplier.com,,,no,Info@topmetalsupplier.com,Call Now! We are leader in the fabrication and distribution of metal roof and accessories in Miami. Call Now! We are leader in the fabrication and distribution of metal roof and accessories in Miami. We have the experience and quality you need for your projects. The highest quality metals and materials We are committed to,"https://www.instagram.com/topmetalusa?igsh=MW8xOHZpdGN3bHVmdg==, https://www.facebook.com/TopMetalUSA",Unknown,USA,Home Services
Roofing,Miami FL,"Roche Roofing, Inc.",(305) 220-7663,4101 SW 73rd Ave,"Miami, FL 33155",FL,33155.0,http://rocheroofinginc.localsearch.com,,23 Years,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,A-1 Power Contractors,(305) 848-2363,943 SW 145th Ct,"Miami, FL 33184",FL,33184.0,http://a1powercontractors.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,JAG Roofing Solutions Inc.,(305) 484-1080,15075 SW 137th St Fl 33196,"Miami, FL 33196",FL,33196.0,https://jagroofingsolutions.com,,,no,garciajoe@jagroofing.org,"Premier Roofing Services in Miami FL Keeping Miami-Dade, Broward, and Palm Beach safe, dry, and protected—because family comes first. As a proud family-owned business, we treat every project like it’s for our own home. We love our community, we love our team, and we love taking care of our customers. At JAG Roofing, you’re covered.",https://www.facebook.com/JAGRoofingSolutions/,Unknown,USA,Home Services
Roofing,Miami FL,"Firc State Roofing, Inc",(786) 432-5779,,"Miami, FL 33187",FL,33187.0,http://fircstateroofingincfl.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,All Roofing,(786) 265-0125,,"Miami, FL 33179",FL,33179.0,http://allroofingfl.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Praxis Industries Inc,(786) 488-3141,,"Miami, FL 33161",FL,33161.0,http://praxisindustriesinc571217954.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Roofing King Construction Inc.,(786) 869-4792,,"Miami, FL 33165",FL,33165.0,http://roofingkingconstructioninc.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Jireh Roofing Services Inc,(786) 891-3597,,"Miami, FL 33177",FL,33177.0,http://jirehroofingservicesinc.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Morfez Roofing Contractor LLC,(786) 891-9176,,"Miami, FL 33147",FL,33147.0,https://roofingcontractor-miami.com,,,no,Error,,,,USA,Home Services
Roofing,Miami FL,Hernandez Roofing,(786) 779-6089,,"Miami, FL 33130",FL,33130.0,https://roofingsvc-fl.com,,,no,Error,,,,USA,Home Services
Roofing,Miami FL,FGC Roofing LLC,(305) 914-7352,,"Miami, FL 33193",FL,33193.0,https://roofcontractormiami.com,,,no,,"FGC Roofing LLC offers reliable Roofing Services in Miami , FL 33193 . Trust our expertise for quality results. Contact us today for your roofing needs.",,Unknown,USA,Home Services
Roofing,Miami FL,Complete Maintenance,(305) 998-6345,Servicing All Dade County,"Miami, FL 33125",FL,33125.0,http://completemaintenance.localsearch.com,,(2),no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Miami Roofing Systems,(305) 754-5554,660 NW 98th St,"Miami, FL 33150",FL,33150.0,http://www.miamiroofingsystems.com,,(1),no,"sprite-google-places@2x.png, main-logo@2x.png","Miami Roofing Systems 
 Roofing done the right way. 
 Professional, quality roof installations at a great, affordable price.  request an estimate     Types of Roofs We Do  
 Shingle
 Roofing  
 Metal
 Roofing  
 tile
 Roofing  
 Flat
 Low-slope    
 About Us 
 Our mission is to provide our customers with the highest quality roofing","https://twitter.com/Miamiroof, https://www.instagram.com/miamiroofingsystems/, https://www.facebook.com/MiamiRoofingSystems",Unknown,USA,Home Services
Roofing,Miami FL,Miami Roffing Contractors,(305) 256-4886,11767 S Dixie Hwy,"Miami, FL 33156",FL,33156.0,http://miamiroffingcontractors.localsearch.com,,(1),no,,,,Unknown,USA,Home Services
Roofing,Miami FL,A1 Property Svc,(305) 977-7663,890 SW 69th Ave,"Miami, FL 33144",FL,33144.0,http://www.a1propertyservices.net,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Juan Screens and Aluminum Roofs,(786) 663-2621,1161 NW 79th St # 1,"Miami, FL 33150",FL,33150.0,http://juanscreensandaluminumroofs.localsearch.com,,16 Years,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,One Core Construction Management Inc.,(305) 993-8755,633 NE 167th St Ste 607,"Miami, FL 33162",FL,33162.0,http://www.onecorecm.com,,21 Years,no,micah@micahrich.com,"We are crazy about costumer happiness and full satisfaction, always truly involved on every project, working close with developers and owners, our goal is to become friends and build a long term relationship with them, we want our clients to feel proud of their projects. ""We shape our buildings; thereafter they shape us"" - Winston Churchill ""We require from buildings two kind of goodness: first, they doing their practical duty well: then that they be graceful and pleasing in doing it."" - ​John Ruskin ​Never forget why you're in a certain project in the first place... No matter how you do it, leave your mark","https://www.instagram.com/onecoreconstructioncm, https://www.facebook.com/onecorecm",Unknown,USA,Home Services
Roofing,Miami FL,Ace Property Services,(305) 598-1700,10871 SW 148th Ct,"Miami, FL 33196",FL,33196.0,http://www.acepropertyservices.com,,27 Years,no,Error,,,,USA,Home Services
Roofing,Miami FL,Painting Contractor Miami,(305) 256-4886,13337 SW 88th Ave,"Miami, FL 33176",FL,33176.0,http://paintingcontractormiami.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Caribe Construction Inc,(305) 256-5530,17304 Walker Ave Ste 108,"Miami, FL 33157",FL,33157.0,http://www.caribeconstructionfl.com,,26 Years,no,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,"Building code violation, open and expired permit contractor, impact windows and doors, remodeling and roofing Caribe Construction","https://www.facebook.com/pages/Caribe-Construction-Inc/485137481581863, https://www.facebook.com/Caribe-Construction-Inc-485137481581863/?view_public_for=485137481581863",Unknown,USA,Home Services
Roofing,Miami FL,Borges Roofing Inc.,(786) 807-8155,,"Hialeah, FL 33012",FL,33012.0,http://borgesroofinginc.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Roofing Repair El Sinai,(786) 406-2387,,"Hialeah, FL 33018",FL,33018.0,https://roofingcontractorhialeahgardensfl.com,,,no,,"Professional roofing installation and replacement services for residential properties. Quality workmanship, durable materials, and expert contractors.",,Unknown,USA,Home Services
Roofing,Miami FL,Sarmiento Roofing Services,(786) 939-1706,,"Hialeah, FL 33013",FL,33013.0,https://fl-roofingsvc.com,,,no,,"When you need to improve your home, Sarmiento Roofing Services in Hialeah, FL, 33013 has many options including roofing services! Call to discuss your needs.",,Unknown,USA,Home Services
Roofing,Miami FL,DU Master Roofing,(786) 767-6260,,,,,https://dumasterroofing.com,,,no,support@masclientes.com,"Roof installation, repair and maintenance in Miami and Hialeah. We will help you to finance 100% of your roof's installation. Contact us for a free estimate!",,Unknown,USA,Home Services
Roofing,Miami FL,Miami-Alliance Construction,(305) 479-2400,1521 Alton Rd Ste 457B,"Miami Beach, FL 33139",FL,33139.0,http://miamiallianceconstruction.localsearch.com,,(1),no,,,,Unknown,USA,Home Services
Roofing,Miami FL,"Xtarp Solutions, Corp.",(305) 904-8819,1079 E 24th St,"Hialeah, FL 33013",FL,33013.0,http://utarpit.com,,18 Years,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,"Eagle Roofing Home Services, LLC",(786) 385-2444,,"Opa Locka, FL 33055",FL,33055.0,https://roofingcontractor-florida.com,,,no,Error,,,,USA,Home Services
Roofing,Miami FL,Pressure Cleaning Plus,(786) 747-0777,,,,,https://www.pressurecleaningplus.com,,,no,,"Are you looking for a pressure washing company in Miami, Florida? Contact Pressure Cleaning Plus for our exterior cleaning services. Get your roof cleaning estimate today by calling 786-747-0777!","http://www.instagram.com/pressurecleaning_plus, http://www.twitter.com/pcleaningplus, http://www.facebook.com/pressurecleaningplusmiami",Unknown,USA,Home Services
Roofing,Miami FL,RN Palmer Roofing,(305) 696-6767,17055 SW 190th St Ste 66,"Miami, FL 33157",FL,33157.0,http://rnpalmerroofing481551995.localsearch.com,,(1),no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Century Builders,(305) 269-7878,411 SW 61st Ave,"Miami, FL 33144",FL,33144.0,http://centurybuilders462410542.localsearch.com,,(1),no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Roof King,(786) 524-9900,111 NE  1st street ste 800,"Miami, FL 33132",FL,33132.0,http://roofkingfl.localsearch.com,,(1),no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Witzel Roofing,(786) 290-3325,11669 SW 153 Place,"Miami, FL 33196",FL,33196.0,http://witzelroofinginc.com,,,no,Error,,,,USA,Home Services
Roofing,Miami FL,Century Roofing Specialists,(305) 210-1010,1200 Brickell Ave Ste 1950,"Miami, FL 33131",FL,33131.0,https://roofreplacementmiami.com,,,no,Error,,,,USA,Home Services
Roofing,Miami FL,Gables Roofing,(877) 814-8320,1800 SW 137th Ave,"Miami, FL 33175",FL,33175.0,http://www.miamigablesroofing.com,,,no,juval@comcast.net,"Gables Roofing Servicing the Miami and South Florida area specializing in Metal roofing, Tile Roofing, shingle Roofing and roof repairs of all types.","https://www.instagram.com/GablesRoofing, https://www.facebook.com/1668337546601538",Unknown,USA,Home Services
Roofing,Miami FL,Extreme Roof,(305) 225-7663,19800 SW 180th Ave,"Miami, FL 33187",FL,33187.0,http://extremeroof.localsearch.com,,22 Years,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Dawn Roof installation,(954) 807-2664,1571 NW 13th Ct,"Miami, FL 33125",FL,33125.0,http://marioroofinspectionservice.com,,,no,Error,,,,USA,Home Services
Roofing,Miami FL,Advanced Roofing Inc,(305) 456-2544,1733 NW 21st Ter,"Miami, FL 33142",FL,33142.0,https://www.advancedroofing.com/contact-us,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,All City Roofing & Repairs Corp,(786) 370-5595,218 NW 22nd Ave,"Miami, FL 33125",FL,33125.0,https://allcityroofingrepairscorp.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,PSR Roofing Company,(866) 601-1260,804 NW 21st Ter Unit 123,"Miami, FL 33127",FL,33127.0,https://psrroofingcompany.com,,,no,,"Roofing Company Miami FL | Roof Replacement, Repair. PSR Roofing Company, is a trusted Florida-based company. Shingles Roof, Metal, Tiles and Flat Roof Repair and Replacement. specializing in residential and commercial roofing.",,Unknown,USA,Home Services
Roofing,Miami FL,Phillip roofing contractor,(954) 807-2664,1201 SW 1st St,"Miami, FL 33135",FL,33135.0,http://hectorroofreplacementservice.com,,,no,info@hectorroofreplacementservice.com,Strong Roofs. Honest Work. Local Trust,,Unknown,USA,Home Services
Roofing,Miami FL,Roof Doctor,(786) 524-9900,936 SW 1st St,"Miami, FL 33130",FL,33130.0,http://www.roofdoctor.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Kelsey Roof installation,(954) 289-6028,2007 SW 8th St,"Miami, FL 33135",FL,33135.0,http://hectorroofreplacementservice.com,,,no,info@hectorroofreplacementservice.com,Strong Roofs. Honest Work. Local Trust,,Unknown,USA,Home Services
Roofing,Miami FL,Darius roofing contractor,(954) 866-7220,222 NW 24th St,"Miami, FL 33127",FL,33127.0,http://hectorroofingrepaircontractors.com,,,no,info@hectorroofingrepaircontractors.com,It Right. Roof It With Hector,,Unknown,USA,Home Services
Roofing,Miami FL,Julian roofing company,(954) 807-2664,801 NW 37th Ave,"Miami, FL 33125",FL,33125.0,http://hectorroofingrepaircontractors.com,,,no,info@hectorroofingrepaircontractors.com,It Right. Roof It With Hector,,Unknown,USA,Home Services
Roofing,Miami FL,Devon Roof replacement,(954) 866-7220,101 NW 8th St,"Miami, FL 33136",FL,33136.0,http://marioroofinspectionservice.com,,,no,info@marioroofinspectionservice.com,Know Before It Leaks — Inspections You Can Count On,,Unknown,USA,Home Services
Roofing,Miami FL,Natalie Roof repair,(954) 807-2664,51 NE 24th St,"Miami, FL 33137",FL,33137.0,http://brianroofinstallationcompany.com,,,no,info@brianroofinstallationcompany.com,Built to Last. Installed with Care. Trusted by Locals.,,Unknown,USA,Home Services
Roofing,Miami FL,Troy Roof replacement,(954) 807-2664,2700 N Miami Ave,"Miami, FL 33127",FL,33127.0,http://hectorroofreplacementservice.com,,,no,Error,,,,USA,Home Services
Roofing,Miami FL,Tammy Roof repair services,(954) 866-7220,3300 N Miami Ave # 3326,"Miami, FL 33127",FL,33127.0,http://brianroofinstallationcompany.com,,,no,info@brianroofinstallationcompany.com,Built to Last. Installed with Care. Trusted by Locals.,,Unknown,USA,Home Services
Roofing,Miami FL,Shannon roofing contractor,(954) 866-7220,3100 NE 1st Ave,"Miami, FL 33137",FL,33137.0,http://hectorroofingrepaircontractors.com,,,no,info@hectorroofingrepaircontractors.com,It Right. Roof It With Hector,,Unknown,USA,Home Services
Roofing,Miami FL,Shawn Roof repair,(954) 807-2664,14 NE 1st Ave,"Miami, FL 33132",FL,33132.0,http://danroofingmaintenancecompaniesnearme.com,,,no,info@danroofingmaintenancecompaniesnearme.com,Protecting Roofs. Preserving Homes. One Tune-Up at a Time,,Unknown,USA,Home Services
Roofing,Miami FL,Brooke Roof leak repair,(954) 807-2664,3050 Biscayne Blvd,"Miami, FL 33137",FL,33137.0,http://brianroofinstallationcompany.com,,,no,info@brianroofinstallationcompany.com,Built to Last. Installed with Care. Trusted by Locals.,,Unknown,USA,Home Services
Roofing,Miami FL,Kimberly roofing company,(954) 289-6028,480 NE 31st St,"Miami, FL 33137",FL,33137.0,http://marioroofinspectionservice.com,,,no,info@marioroofinspectionservice.com,Know Before It Leaks — Inspections You Can Count On,,Unknown,USA,Home Services
Roofing,Miami FL,Green Department Roofing Contractor Miami,(800) 824-4440,1200 Brickell Ave Ste 2020,"Miami, FL 33131",FL,33131.0,https://greendepartment.org,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Carla roofing company,(954) 866-7220,1100 Brickell Bay Dr,"Miami, FL 33131",FL,33131.0,http://hectorroofingrepaircontractors.com,,,no,info@hectorroofingrepaircontractors.com,It Right. Roof It With Hector,,Unknown,USA,Home Services
Roofing,Miami FL,Tina Roof replacement,(954) 807-2664,300 NW 54th St,"Miami, FL 33127",FL,33127.0,http://danroofingmaintenancecompaniesnearme.com,,,no,info@danroofingmaintenancecompaniesnearme.com,Protecting Roofs. Preserving Homes. One Tune-Up at a Time,,Unknown,USA,Home Services
Roofing,Miami FL,Bryan roofing contractor,(954) 807-2664,600 NE 36th St,"Miami, FL 33137",FL,33137.0,http://danroofingmaintenancecompaniesnearme.com,,,no,info@danroofingmaintenancecompaniesnearme.com,Protecting Roofs. Preserving Homes. One Tune-Up at a Time,,Unknown,USA,Home Services
Roofing,Miami FL,Wesley roofing services,(954) 866-7220,4670 NE 2nd Ave,"Miami, FL 33137",FL,33137.0,http://hectorroofingrepaircontractors.com,,,no,info@hectorroofingrepaircontractors.com,It Right. Roof It With Hector,,Unknown,USA,Home Services
Roofing,Miami FL,Paletz Roofing & Inspection,(833) 916-7663,601 Brickell Key Dr,"Miami, FL 33131",FL,33131.0,https://paletzroofing.com/contact,,,no,"infoyour@gmail.com, info@paletzroofing.com",Contact Paletz Roofing for top-notch roofing services in South Florida. Get a free estimate today and ensure your roof is in expert hands!,https://www.facebook.com/Paletzroofing/,Unknown,USA,Home Services
Roofing,Miami FL,Melissa Roof repair,(954) 807-2664,3301 Coral Way,"Miami, FL 33145",FL,33145.0,http://hectorroofingrepaircontractors.com,,,no,info@hectorroofingrepaircontractors.com,It Right. Roof It With Hector,,Unknown,USA,Home Services
Roofing,Miami FL,Murano Roofing,(305) 442-1537,4760 NW 1st St,"Miami, FL 33126",FL,33126.0,http://muranoroofing.localsearch.com,,,no,,,,Unknown,USA,Home Services
Roofing,Miami FL,Bradley roofing contractor,(954) 807-2664,4770 Biscayne Blvd,"Miami, FL 33137",FL,33137.0,http://marioroofinspectionservice.com,,,no,info@marioroofinspectionservice.com,Know Before It Leaks — Inspections You Can Count On,,Unknown,USA,Home Services
Roofing,Miami FL,Diane Roof replacement,(954) 807-2664,6161 NE 3rd Ave,"Miami, FL 33137",FL,33137.0,http://marioroofinspectionservice.com,,,no,info@marioroofinspectionservice.com,Know Before It Leaks — Inspections You Can Count On,,Unknown,USA,Home Services
