category,state,name,phone,address,city,state.1,postal_code,website,rating,reviews,sent,emailss,email,socials,ceo_name,description,avatar_url,performance_score,crawl_status,country,group
Auto Parts,Memphis TN,Metro Electrical & Mechanical,(901) 345-1661,1930 Lynnbrook Pl,"Memphis, TN 38116",TN,38116.0,http://motors911.com,,23 Years,no,,,,,,,0,error,USA,Auto Services
Tire Shops,Cincinnati OH,Don's Extreme Tires,(513) 522-8473,7353 Colerain Ave,"Cincinnati, OH 45239",OH,45239.0,http://donsextremetires.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Tampa FL,Pabp Auto Collision,(813) 644-7309,4008 W South Ave,"Tampa, FL 33614",FL,33614.0,http://pabpautocollisionfl.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Memphis TN,Earls Transmission,(901) 348-1930,3462 Elvis Presley Blvd,"Memphis, TN 38116",TN,38116.0,http://earlstransmission483582008.localsearch.com,,20 Years,no,,,,,,,50,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Car Wash Etc Inc,(954) 989-2509,5939 Hollywood Blvd,"Hollywood, FL 33021",FL,33021.0,http://yellowpages.com/hollywood-fl/mip/simoniz-car-wash-450876435,,(1),no,,,,,,,65,success,USA,Auto Services
Automotive Machine Shops,San Jose CA,Thanh Tran Machinist,(408) 899-0503,5875 Charlotte Dr,"San Jose, CA 95123",CA,95123.0,,,,no,,,,,,,0,error,USA,Auto Services
Tire Shops,Cincinnati OH,Goodyear Tire & Service Centers,(513) 931-7777,7581 Colerain Ave,"Cincinnati, OH 45239",OH,45239.0,http://www.goodyear.com,,,no,,,,,,,65,success,USA,Auto Services
Tire Shops,Cleveland OH,Royalton Automotive,(440) 582-8877,10050 Royalton Rd,"North Royalton, OH 44133",OH,44133.0,http://www.royaltonautomotive.com,,21 Years,no,,,,,,,0,timeout,USA,Auto Services
Car Transport,Los Angeles CA,Sweet Flower - Pasadena Cannabis Dispensary,(626) 314-3106,827 E Colorado Blvd,"Pasadena, CA 91101",CA,91101.0,https://sweetflower.com,,,no,,,,,"Curated Cannabis for greater Los Angeles + Chico. Offering Delivery to LA from our Dispensaries on Melrose, in DTLA, Westwood, Studio City, Culver, and Pasadena.",https://sweetflower.com/wp-content/uploads/2025/03/cropped-SF-Flower-RGB-32x32.png,60,success,USA,Auto Services
Auto Repair,Tampa FL,Rf Cosmetic Paint Body Sh,(813) 513-5878,4174 E Hillsborough Ave,"Tampa, FL 33610",FL,33610.0,http://yellowpages.com/tampa-fl/mip/hillsborough-body-shop-6918133,,,no,,,,,,,65,success,USA,Auto Services
Brake Repair,Los Angeles CA,Miwa Auto Service,(626) 308-3677,2524 W Main St,"Alhambra, CA 91801",CA,91801.0,http://unifirst.com,,(3),no,,,,,,,50,success,USA,Auto Services
Brake Repair,Los Angeles CA,Estrada's Auto Repair,(310) 671-5111,800 Centinela Ave,"Inglewood, CA 90302",CA,90302.0,http://estradas-auto-repair.edan.io,,22 Years,no,,,,,"Estrada's Auto Repair  in 800 Centinela Ave, Inglewood, CA 90302",http://edan.io/img/favicon.png,60,success,USA,Auto Services
Auto Glass Repair,Indianapolis IN,T Scott Glass,(317) 894-8030,11337 Dunshire Dr,"Indianapolis, IN 46229",IN,46229.0,http://tscottglassin.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Nature's Green Magic Waterless,(954) 368-6770,6510 W Commercial Blvd,"Tamarac, FL 33319",FL,33319.0,http://naturesgreenmagicwaterless.localsearch.com,,(2),no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Indianapolis IN,El Mata Auto Repair,(317) 925-8660,3226 W Washington St,"Indianapolis, IN 46222",IN,46222.0,http://elmataautorepair.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Brake Repair,Chicago IL,Del La Torre Muffler,(773) 994-6556,7118 S Halsted St,"Chicago, IL 60621",IL,60621.0,http://dellatorremuffler.localsearch.com,,(1),no,,,,,,,60,success,USA,Auto Services
Auto Parts,Memphis TN,Tiger Auto Repair,(901) 435-6260,3861 Park Ave,"Memphis, TN 38111",TN,38111.0,http://tigerautorepair.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,San Francisco CA,R & H Auto Repair,(510) 547-7511,5315 San Pablo Ave,"Emeryville, CA 94608",CA,94608.0,http://rhautorepairca.localsearch.com,,40 Years,no,,,,,,,60,success,USA,Auto Services
Car Transport,Chicago IL,Chicago Auto Transport and Car Shipping,(312) 442-0069,28 E Jackson Blvd Unit 1020,"Chicago, IL 60604",IL,60604.0,http://www.chicagoautotransport.net,,,no,,,,,,,65,success,USA,Auto Services
Tire Shops,Cincinnati OH,Tire Discounters Inc 19,(513) 389-0222,5364 Northbend Xing,"Cincinnati, OH 45247",OH,45247.0,http://tirediscountersinc19.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Shops,Cincinnati OH,Adams Car Care,(513) 921-0540,3614 W 8th St,"Cincinnati, OH 45205",OH,45205.0,http://evansautocare.com,,40 Years,no,,,,,Find top-notch European auto repair and service in Cincinnati. Experience quality care for your vehicle with our expert team.,https://evansautocare.com/wp-content/uploads/2022/10/cropped-800px_square_transparent-32x32.png,50,success,USA,Auto Services
Car Transport,Los Angeles CA,Global Auto Transportation,(818) 588-3399,105 W Alameda Ave Ste 216,"Burbank, CA 91502",CA,91502.0,http://globalautotransportation.com,,(7),no,,,"https://www.instagram.com/GlobalAutoTransportation/, https://twitter.com/GlobalTransAuto, https://www.facebook.com/globalautotransportation",,"We provide reliable, fast, and affordable nationwide car shipping & auto transportation with door-to-door service across the U.S. Get an Instant Quote Today!",https://www.globalautotransportation.com/wp-content/uploads/2024/12/cropped-global_favicon-png-32x32.webp,55,success,USA,Auto Services
Auto Body Shops,Los Angeles CA,Finish Line Auto Body,(213) 487-1004,1321 S Vermont Ave,"Los Angeles, CA 90006",CA,90006.0,http://finishlineautobodyca.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,San Francisco CA,Jt Automotive,(510) 842-8656,2504 Macarthur Blvd,"Oakland, CA 94602",CA,94602.0,,,126 Years,no,,,,,,,0,error,USA,Auto Services
Auto Body Shops,Los Angeles CA,Dhino's Collision Center,(323) 212-5766,4435 E Olympic Blvd,"Los Angeles, CA 90023",CA,90023.0,http://dhinoscollisioncenter.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Shops,Cincinnati OH,Uptown Tire Co,(513) 251-8473,1921 Harrison Ave,"Cincinnati, OH 45214",OH,45214.0,http://uptowntireco.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Parts,Memphis TN,Technology Windshield Repair Inc,(901) 332-0665,2097 Winchester Rd,"Memphis, TN 38116",TN,38116.0,http://yellowpages.com/memphis-tn/mip/redeem-truck-service-481765908,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Memphis TN,Second Hand Power,(901) 685-7777,609 Sandridge St,"Memphis, TN 38122",TN,38122.0,http://yellowpages.com/memphis-tn/mip/second-hand-power-555686483,,,no,,,,,,,65,success,USA,Auto Services
Car Transport,Chicago IL,Excellent Auto Transportation,(773) 801-1934,1910 S Kedzie Ave,"Chicago, IL 60623",IL,60623.0,http://yellowpages.com/chicago-il/mip/zacatecas-auto-transport-inc-481712878,,,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,San Francisco CA,Puga Auto Repair,(650) 871-5650,130 S Linden Ave Ste D,"South San Francisco, CA 94080",CA,94080.0,http://yellowpages.com/south-san-francisco-ca/mip/taylormade-automotive-480010606,,,no,,,,,,,65,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Ez4u2 inc.,(954) 272-8560,,,,,http://www.fixmyheadlights.com,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Parts,Memphis TN,Cadillac of Memphis,(901) 881-0177,5433 Poplar Ave,"Memphis, TN 38119",TN,38119.0,https://www.cadillacofmemphis.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Repair,Tampa FL,Cobra Collision,(813) 514-2280,10304 E Us Highway 92,"Tampa, FL 33610",FL,33610.0,http://dandb.com/businessdirectory/cobracollisioninc.-tampa...,,,no,,,,,,,0,timeout,USA,Auto Services
Auto Glass Repair,Indianapolis IN,Novus Glass,(317) 251-3573,7979 Meadowbrook Dr,"Indianapolis, IN 46240",IN,46240.0,https://novusglass.com/locations/indianapolis/en,,,no,,,,,,data:;,60,success,USA,Auto Services
Remanufactured Engines,San Francisco CA,Pacific Fuel Injection Service,(650) 588-8880,153 Utah Ave,"South San Francisco, CA 94080",CA,94080.0,https://www.sl113.org/forums/index.php?topic=27046.0,,21 Years,no,,,,,injection pump overhaul ,,70,success,USA,Auto Services
Auto Repair,Tampa FL,Hunter's Auto Body & Paint,(813) 886-3446,4016 W Crest Ave,"Tampa, FL 33614",FL,33614.0,http://huntersautobodypaint.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Glass Repair,Indianapolis IN,Blackie's Mobile Auto Glass Inc,(317) 895-9070,364 S Routiers Ave,"Indianapolis, IN 46219",IN,46219.0,http://blackiesmobileautoglassinc.localsearch.com,,37 Years,no,,,,,,,65,success,USA,Auto Services
Brake Repair,Chicago IL,Brakes & Points Auto Body,(708) 681-2221,1309 S 4th Ave,"Maywood, IL 60153",IL,60153.0,http://yellowpages.com/maywood-il/mip/weldon-corp-489696117,,,no,,,,,,,50,success,USA,Auto Services
Tire Shops,Cincinnati OH,Morgan Tire & Auto Inc,(513) 671-3141,11700 Princeton Pike,"Cincinnati, OH 45246",OH,45246.0,http://morgantireautoinc488355838.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Glass Repair,Indianapolis IN,A+ Auto Glass,(317) 220-0374,8630 Pendleton Pike,"Indianapolis, IN 46226",IN,46226.0,http://aautoglassin.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Body Shops,Los Angeles CA,Oto Customs Body and Paint,(213) 400-7030,4575 Santa Monica Blvd,"Los Angeles, CA 90029",CA,90029.0,http://otocustomsbodyandpaint.localsearch.com,,17 Years,no,,,,,,,65,success,USA,Auto Services
Auto Repair,Tampa FL,Southeast Auto Paint and Equ,(813) 870-0605,4706 N Lois Ave,"Tampa, FL 33614",FL,33614.0,http://seautopaint.com,,,no,,info@seautopaint.com,"https://twitter.com/mobirise, https://www.facebook.com/seapaint/, http://www.instagram.com/seautopaint",,,http://seautopaint.com/assets/images/sealogoscaled-282x120.png,65,success,USA,Auto Services
Car Transport,Chicago IL,Montway Auto Transport,(312) 471-1079,5348 N Cumberland Ave,"Chicago, IL 60656",IL,60656.0,https://www.montway.com,,,no,,,,,,https://www.montway.com/sfsites/c/cms/delivery/media/MC7HBJTXLVYFF55GBPPKQBV4XKLM?width=32&height=32,50,success,USA,Auto Services
Auto Parts,Memphis TN,Tc Racing,(901) 767-1111,4467 Chickasaw Rd,"Memphis, TN 38117",TN,38117.0,http://tcracing.org,,,no,,"rosered73@yahoo.com, tcracingporsches@aol.com",,,,,75,success,USA,Auto Services
Auto Body Shops,Los Angeles CA,City Of Stars Collision,(323) 665-5700,4751 Santa Monica Blvd,"Los Angeles, CA 90029",CA,90029.0,http://cityofstarscollision.localsearch.com,,33 Years,no,,,,,,,60,success,USA,Auto Services
Brake Repair,Chicago IL,Delgado's Muffler & Brake,(773) 235-4600,1831 N Western Ave,"Chicago, IL 60647",IL,60647.0,http://delgadosmufflerbrake.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Shops,Cincinnati OH,Tire Dynasty,(513) 407-6021,7535 Colerain Ave,"Cincinnati, OH 45239",OH,45239.0,,,,no,,,,,,,0,error,USA,Auto Services
Remanufactured Engines,San Francisco CA,Havenscourt Garage,(510) 632-3640,6030 Foothill Blvd,"Oakland, CA 94605",CA,94605.0,,,70 Years,no,,,,,,,0,error,USA,Auto Services
Car Transport,Chicago IL,AM PM Premium Car Carrier Co.,,,,,,,,(1),no,,,,,,,0,error,USA,Auto Services
Automotive Machine Shops,San Jose CA,C & V Precision Machining,(408) 629-5934,2885 Aiello Dr,"San Jose, CA 95111",CA,95111.0,http://cvprecisionmachining.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Memphis TN,Cia Radiator Works,(901) 785-1313,4040 Horn Lake Rd,"Memphis, TN 38109",TN,38109.0,http://ww1.ciaradiator.com,,42 Years,no,,,,,,,0,error,USA,Auto Services
Auto Repair,Tampa FL,Carmenders,(813) 207-4900,5144 W Cypress St,"Tampa, FL 33607",FL,33607.0,https://www.carmenders.com/tampa.html,,,no,,"CarmendersTPA@carmenders.com, carmenders@hotmail.com",,,Rental car and Fleet Collision repair specialists,https://nebula.wsimg.com/b2f1db30a03493ad4f99db622f7ab922?AccessKeyId=31141A5A6E2930B3BA7F&disposition=0&alloworigin=1,90,success,USA,Auto Services
Brake Repair,Chicago IL,A & J Mufflers & Brakes Corp,(773) 847-7788,4146 S Western Ave,"Chicago, IL 60609",IL,60609.0,http://ajmufflersbrakescorp.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Dixie Highway Car Wash,(954) 882-0490,1301 N Dixie Hwy,"Pompano Beach, FL 33060",FL,33060.0,http://dixiehighwaycarwash.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,American Yacht Detailing,(954) 270-5876,4131 nw 8th st,"coconut creek, FL 33066",FL,33066.0,http://americanyachtdetailing.localsearch.com,,12 Years,no,,,,,,,50,success,USA,Auto Services
Oil Change,Cincinnati OH,Parkway Automotive,(513) 241-5655,6310 Wooster Pike,"Cincinnati, OH 45227",OH,45227.0,https://www.parkwayautomotive.co/?y_source=1_MjAxMDkzMTY2NC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,39 Years,no,,,https://facebook.com/ParkwayCincinnati,,"At Parkway Automotive in Cincinnati, we've been serving the greater Cincinnati area from our current location at 6310 Wooster Pike with honest, high-quality auto repair and maintenance services since 1987.",https://irp.cdn-website.com/bc3315be/site_favicon_16_1738930011526.ico,65,success,USA,Auto Services
Auto Glass Repair,Indianapolis IN,Auto Glass,(317) 786-2656,,,,,http://autoglass462514636.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Tampa FL,D & L Body Shop,(813) 621-3366,5115 N 47th St,"Tampa, FL 33610",FL,33610.0,http://dlbodyshopfl.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Glass Repair,Indianapolis IN,Crossroads Auto Glass,(317) 429-9443,,,,,http://crossroadsautoglassin.localsearch.com,,16 Years,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Tampa FL,Guy's World II Inc,(813) 979-9762,14611 N Nebraska Ave,"Tampa, FL 33613",FL,33613.0,https://www.guysautomotive.com/locations,,16 Years,no,,,,,,,0,timeout,USA,Auto Services
Brake Repair,Chicago IL,Brakes For Less,(773) 761-3566,6130 N Clark St,"Chicago, IL 60660",IL,60660.0,http://www.brakes-4-less.com,,(1),no,,,https://www.facebook.com/Brakes-4-Less-143858035627928,,"Home of the $239 4-Wheel Brake Job! We have great prices on high quality brake service and repair for cars, trucks, and SUVs!",https://www.brakes-4-less.com/wp-content/uploads/cropped-favicon-3-32x32.png,65,success,USA,Auto Services
Car Alarm Installation,Dallas TX,Audio Pros,(972) 956-9000,1156 W Main St,"Lewisville, TX 75067",TX,75067.0,https://www.audioprosdfw.com,,(1),no,,,,,,,0,error,USA,Auto Services
Car Transport,Chicago IL,Lightning Car Transport,(224) 236-3171,600 N Mcclurg Court,"Chicago, IL 60611",IL,60611.0,https://lightningcartransport.com,,(2),no,,matt@lightningcartransport.com,"https://instagram.com/lightning.cartransport?igshid=YzAwZjE1ZTI0Zg==, https://www.facebook.com/people/Lightning-Car-Transport/100087484446127/?sk=about",,Lightning Car Transport offers car transport services that ensure safety & customer satisfaction. Get a Free Quote Today!,https://i0.wp.com/lightningcartransport.com/wp-content/uploads/2022/06/fav.png?fit=16%2C14&ssl=1,85,success,USA,Auto Services
Remanufactured Engines,San Francisco CA,Auto Precision Repair,(650) 877-7711,140 S Linden Ave Ste A,"South San Francisco, CA 94080",CA,94080.0,http://autoprecisionrepair503137531.localsearch.com,,10 Years,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Tampa FL,Courtesy Collision Tampa,(813) 513-7471,3800 W Hillsborough Ave,"Tampa, FL 33614",FL,33614.0,https://www.courtesycollisiontampa.com/locations/tampa,,,no,,,,,Looking for a collision center near you? Look no further..,https://www.courtesycollisiontampa.com/images/courtesyfavicon.ico,70,success,USA,Auto Services
Car Wheels,Orlando FL,Tire,(407) 877-0445,11203 W Colonial Dr,"Ocoee, FL 34761",FL,34761.0,https://www.actiongatortire.com/location/ocoee-tire-shop,,(2),no,,,"https://www.instagram.com/mavis_tires/, https://www.linkedin.com/company/mavis-tire, https://www.facebook.com/mavisdiscounttire/",,"Shop tires, oil & fluid exchanges, brake services, steering & suspension, batteries, and wipers. Schedule your appointment online today!",https://www.actiongatortire.com/favicon.ico,65,success,USA,Auto Services
Car Transport,Chicago IL,Best Rate Car Transportation,(312) 288-2598,1111 N Dearborn St,"Chicago, IL 60610",IL,60610.0,http://bestratecartransportationil.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,San Francisco CA,Static Nine Garage,(650) 588-4300,1350 San Mateo Ave,"South San Francisco, CA 94080",CA,94080.0,http://www.staticninegarage.com,,12 Years,no,,,,,,,0,error,USA,Auto Services
Radiator Repair,Columbus OH,JAM Fix Auto Repair,(614) 761-2886,6491 Nicholas Dr,"Columbus, OH 43235",OH,43235.0,http://jamfixauto.com,,16 Years,no,,,,,,"http://img1.wsimg.com/isteam/ip/b22f537a-0c86-4c45-961e-b667a510e5f6/jam-shop-ar-small.jpg/:/rs=w:57,h:57,m",60,success,USA,Auto Services
Brake Repair,Chicago IL,International Revere Machining Corp,(224) 435-6999,2333 W Nelson St,"Chicago, IL 60618",IL,60618.0,http://irmcorp.net,,(1),no,,,,,,,50,success,USA,Auto Services
Auto Body Shops,Los Angeles CA,Robert's Auto Body,(323) 766-8147,4575 W Adams Blvd,"Los Angeles, CA 90016",CA,90016.0,http://robertsautobodyshop.com,,(1),no,,,,,,,0,error,USA,Auto Services
Auto Repair,Tampa FL,Broadway Customs and Collision,(813) 630-5614,6220 E Broadway Ave,"Tampa, FL 33619",FL,33619.0,http://broadwaycustomsandcollision.com,,13 Years,no,,,,,,,0,error,USA,Auto Services
Car Transport,Chicago IL,Nexus Auto Transport,(224) 218-2949,444 N Michigan Ave,"Chicago, IL 60611",IL,60611.0,http://www.nexusautotransport.com,,,no,,"help@nexusautotransport.com, ca482cb90652871fb337be39aee5029b5988e631ab27431ebc72921cd4dba2achello@nexusautotransport.com, info@nexusautotransport.com","https://www.linkedin.com/company/nexusautotransport/, https://www.facebook.com/nexusautotransport, https://www.instagram.com/nexus.car.shipping/",,"Nexus is a FMCSA and U.S. DOT certified auto transport company. With half a million car shipments completed, we are the go-to auto shipping service.",http://www.nexusautotransport.com/apple-touch-icon.png,75,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,All Around Shine Cleaning,(954) 652-9100,6830 SW 5th St,"Margate, FL 33068",FL,33068.0,http://allaroundshinecleaning.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Oil Change,Cincinnati OH,Meineke Car Care Center,(513) 713-0395,7784 Montgomery Rd,"Cincinnati, OH 45236",OH,45236.0,https://www.meineke.com/locations/oh/kenwood-269,,,no,,,,,,,0,timeout,USA,Auto Services
Car Transport,Los Angeles CA,Auto Tow La,(878) 288-6869,4734 Manhattan Beach Blvd,"Lawndale, CA 90260",CA,90260.0,https://878autotow.com/contact-us,,,no,,,"https://facebook.com/autotowla, https://instagram.com/autotowla, https://twitter.com/autotowla",,Auto Tow LA is happy to resolve any questions or concerns you may have. Contact Us today by sending us a message or calling our hotline.,https://878autotow.com/wp-content/uploads/2023/05/cropped-Auto-Tow-LA-Square-Logo-500x-32x32.jpg,75,success,USA,Auto Services
Tire Shops,Cincinnati OH,Michel Tires Plus,(513) 662-2700,6145 Glenway Ave,"Cincinnati, OH 45211",OH,45211.0,http://micheltiresplus452802759.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Brake Repair,Chicago IL,Mufflers and Brakes Auto Service,(773) 823-9247,3252 W Cermak Rd,"Chicago, IL 60623",IL,60623.0,http://yellowpages.com/chicago-il/mip/mufflers-and-brakes-auto-service-480657869,,16 Years,no,,,,,,,65,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,A1 PRESSURE PROS,(754) 816-2211,213 NW 12th Ct Apt 2,"Pompano Beach, FL 33060",FL,33060.0,http://a1pressurepros.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Brake Repair,Chicago IL,Haas Inc,(773) 685-5453,4179 W Montrose Ave,"Chicago, IL 60641",IL,60641.0,https://www.haaschicago.com/contact.html,,,no,,haas4179@gmail.com,,,,https://sep.yimg.com/yf/common/favicon-32x32.png,70,success,USA,Auto Services
Auto Parts,Memphis TN,Master-Bilt Transmission Service,(901) 367-1969,3264 Tchulahoma Rd,"Memphis, TN 38118",TN,38118.0,http://yellowpages.com/memphis-tn/mip/parish-transmissions-inc-567111463,,,no,,,,,,,65,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,City Collision Center,(954) 741-7701,7527 W Oakland Park Blvd,"Tamarac, FL 33319",FL,33319.0,http://www.citycollisionctr.com,,41 Years,no,,,,,Slot777 adalah daftar situs judi online terbaik hari ini yang menghadirkan permainan slot gacor 777 gampang menang sensasional maxwin terbaru 2026.,https://cbmhsrindia.org/img/photo_2025-12-27_16-06-47.png,50,success,USA,Auto Services
Remanufactured Engines,San Francisco CA,Alropacars Auto Repair,(510) 547-2228,6018 San Pablo Ave,"Emeryville, CA 94608",CA,94608.0,http://alropacarsautorepair.localsearch.com,,42 Years,no,,,,,,,50,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Moes Quality Auto Detailing,(754) 779-7229,2700 N State Road 7,"Lauderdale Lakes, FL 33313",FL,33313.0,http://moesqualityautodetailing.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Car Transport,Chicago IL,International Auto,(773) 698-8571,3321 W Evergreen Ave,"Chicago, IL 60651",IL,60651.0,http://internationalauto451768003.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Shops,Cincinnati OH,Dynasty Tire Co,(513) 813-5905,10891 Hamilton Ave,"Cincinnati, OH 45231",OH,45231.0,http://yellowpages.com/cincinnati-oh/mip/motor-city-tire-service-452808001,,,no,,,,,,,50,success,USA,Auto Services
Brake Repair,Chicago IL,Aztecas Mufflers & Brakes 2,(773) 522-1123,2216 S Kedzie Ave,"Chicago, IL 60623",IL,60623.0,http://aztecasmufflersbrakes2.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Repair,Tampa FL,Evelio Perez Body Shop Inc,(813) 551-8988,4718 N Manhattan Ave,"Tampa, FL 33614",FL,33614.0,http://evelioperezbodyshopinc.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Tire Shops,Cincinnati OH,Tire Discounts,(513) 618-5573,3680 E Kemper Rd,"Cincinnati, OH 45241",OH,45241.0,http://www.tirediscounters.com,,,no,,,"https://www.instagram.com/tirediscounters/, https://www.linkedin.com/company/tire-discounters-inc-/, https://www.facebook.com/TireDiscounters",,"Shop tires, wheels, brakes, and auto repair at Tire Discounters. FREE Alignment with 4 tires, lifetime perks, expert service & 200+ locations near you.",http://tirediscounters.com/cdn/shop/files/TD_Graphic_Favicon_256x256_1.png?crop=center&height=48&v=1761752236&width=48,65,success,USA,Auto Services
Auto Parts,Memphis TN,ATC Aaron Automotive,(901) 368-0623,3543 Lamar Ave,"Memphis, TN 38118",TN,38118.0,http://yellowpages.com/memphis-tn/mip/rea-automotive-461512553,,,no,,,,,,,50,success,USA,Auto Services
Auto Body Shops,Los Angeles CA,"Ronald's Auto Body Shop, Inc.",(310) 558-1681,2640 La Cienega Ave,"Los Angeles, CA 90034",CA,90034.0,http://www.rautobody.com,,(3),no,,,,,,,50,success,USA,Auto Services
Auto AC Repair,Houston TX,Zoil Lube,(713) 783-2050,3321 Fondren Rd,"Houston, TX 77063",TX,77063.0,http://yellowpages.com/houston-tx/mip/carstar-auto-body-repair-experts-22674114,,(3),no,,,,,,,50,success,USA,Auto Services
Tire Shops,Cincinnati OH,Mark Sweeney Buick GMC,(513) 621-4888,3365 Highland Ave,"Cincinnati, OH 45213",OH,45213.0,http://www.marksweeneyauto.com,,19 Years,no,,,,,,,0,timeout,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Maaco Collision Repair & Auto Painting,(754) 263-0262,2120 Wiley St,"Hollywood, FL 33020",FL,33020.0,http://maaco.com/locations/fl/hollywood-12170,,(4),no,,,"https://twitter.com/maaco, https://www.facebook.com/MaacoUSA/, https://www.instagram.com/maaconorthamerica/?hl=en",,This page could not be found.,,65,success,USA,Auto Services
Auto Parts,Memphis TN,Universal Kustoms Collision Center,(901) 334-0854,3502 Democrat Rd,"Memphis, TN 38118",TN,38118.0,http://universalkustomscollisioncenter.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto AC Repair,Houston TX,C & C Car Care and State Inspection Station,(713) 465-6699,8500 Long Point Rd,"Houston, TX 77055",TX,77055.0,http://www.cnccarcare.com,,(3),no,,filler@godaddy.com,"https://www.facebook.com/100163385485594, https://www.instagram.com/@cnccarcaremn",,C & C Car Care has services to restore your vehicle's shine and value. Book an appointment today! Revive your ride with us!,"http://img1.wsimg.com/isteam/ip/13156fae-9aa4-4e84-aea4-e2141a69dd07/favicon/b1415eea-c930-4051-9325-e530a7e49ce9/e6ac2965-0115-44af-8b51-fc8ad918db60.png/:/rs=w:16,h:16,m",75,success,USA,Auto Services
Brake Repair,Chicago IL,Bosch Brake Components,(773) 321-3000,4130 S Morgan St,"Chicago, IL 60609",IL,60609.0,,,,no,,,,,,,0,error,USA,Auto Services
Auto Body Shops,Los Angeles CA,Castle Auto Body Inc,(323) 666-1373,1620 Hillhurst Ave,"Los Angeles, CA 90027",CA,90027.0,http://www.castlebodyshop.com/home,,(1),no,,"agustinamingote@gmail.com, eben@eyebytes.com",,,,"http://img1.wsimg.com/isteam/ip/eed01810-1b38-4f90-beba-284d6950df5c/Logo-CBS-Full%20Name-Stacked-No%20BG.png/:/rs=w:57,h:57,m",60,success,USA,Auto Services
Auto Repair,Tampa FL,Patricksbestsmellingbodyoils.com,(813) 999-6115,3619 W Idlewild Ave,"Tampa, FL 33614",FL,33614.0,http://patricksbestsmellingbodyoilscom.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Car Transport,Chicago IL,AM PM Premium Car Carrier Co.,(312) 239-8004,"6037 North Cicero Avenue, Suite A","Chicago, IL 60646",IL,60646.0,http://www.premiumcarcarrier.com,,(1),no,,"ampmpcc@aol.com, ampmpcc@outlook.com, your@email.com","https://www.facebook.com/shipcardoortodoor/, https://www.instagram.com/ampmpcc/, https://twitter.com/AMPMpcc",,"Contact AM/PM Premium Car Carrier Co. in Chicago, IL at 312-474-1020 for expert vehicle transportation services today!",https://irp.cdn-website.com/3c6dad08f3d747599f62eb37751fc2fb/site_favicon_16_1619595400956.ico,75,success,USA,Auto Services
Tire Shops,Cincinnati OH,Michel Tires Plus,(513) 394-7219,11994 Chase Plz,"Cincinnati, OH 45240",OH,45240.0,https://www.tiresplus.com/ohio/forest-park/11994-chase-plz,,100 Years,no,,,,,,,70,success,USA,Auto Services
